question	choices	answer	subject	output	verbalized
As of 2017, the U.S. share of GDP for military spending is about	['one percent', 'three percent.', '6 percent', '10 percent of']	B	global_facts	B)three percent.	B
As of 2017, the rate of death by suicide is the third highest in the world	['0.70% by weight', '1.40% by weight', '2.80% by weight', '5.60% by weight']	B	global_facts	C)2.80% by weight	C
Many countries that gained independence after World War II found that colonialism hindered their economic development.	['artificial political borders of different nations that have little in common', 'lack of access to higher education and adequate training for citizens under colonial rule', 'control of trade by foreign groups brought in by colonial powers', 'all of the above']	D	global_facts	D)all of the above	D
What are the most common mental disorders in the world?	['The disease is very distressing.', 'Schizophrenia or other mental disorders', 'The problem of alcohol abuse', 'The problem of anxiety']	D	global_facts	D)The problem of anxiety	D
How many people in the world will have access to electricity by 2017?	['60% of the', '70% of the', 'eighty percent', 'More than 90%']	C	global_facts	D)More than 90%	D
How many did they believe had to be removed before Nixon resigned?	['79% of', '98 percent of', '33 percent of', '57% of']	D	global_facts	C)33 percent of	C
The minimum income is the minimum cost of equity.	['the total income is greater than the total expenditure for the greater part of the distance', 'total income is equal to total expenses', 'production is at a very low level', 'the total production is at a high level']	A	high_school_microeconomics	B) total income is equal to total expenses	B
The labor cost is $2, the capital cost is $1. If the labor cost is less than 200, and the capital cost is less than 50, what should the firm do?	['Increasing capital and decreasing manpower means that more capital is lost and less manpower is gained.', 'Increasing the capital and decreasing the labor force means that more capital is raised and less labor is lost.', 'The more capital you raise, the more power you lose.', 'Reducing capital and increasing manpower means that less capital will fall and less manpower will rise.']	C	high_school_microeconomics	B) Increasing the capital and decreasing the labor force means that more capital is raised and less labor is lost.	B
On the Nash scale, .	['the supply basket crosses the demand basket', 'no one is compelled to turn away from his master', 'A very low income bracket crosses a very low cost bracket.', 'uncertainty makes each group want to change its strategy']	B	high_school_microeconomics	D)uncertainty makes each group want to change its strategy	D
You are told that the elasticity of the cross-sectional area between the X and Y devices is 2.0.	['devices X and Y are ordinary devices.', 'the X and Y objects are subordinate objects.', 'the X and Y objects are adjacent objects.', 'the X and Y objects are interchangeable.']	D	high_school_microeconomics	A)devices X and Y are ordinary devices.	A
Al-kallatin	"['price increases the likelihood of a human being', 'the price of equity is naturally lower', ""There are times when reporting can't achieve equality."", 'the result is that the community is not promoted for the common good']"	D	high_school_microeconomics	C)There are times when reporting can't achieve equality.	C
What is one reason why it is disappointing for governments to enter into agreements with large firms in the same industry?	['The cost can be competitive because the output can be increased together.', 'Because prices are falling, more customers are falling.', 'It reduces the cost to the competitor because it can reduce the overall cost.', 'Increasing productivity benefits society by raising prices.']	D	high_school_microeconomics	D)It reduces the cost to the competitor because it can reduce the overall cost.	D
Which of the following characterizes an oligopolistic preference when firms pursue a decline rather than an increase?	['Be willing to trade equally.', 'Corbo is not very elastic.', 'The eagle is highly elastic.', 'The eagle has two inseparable wishes.']	D	high_school_microeconomics	B) Corbo is not very elastic.	B
Which of the following is not a basis for salary discrimination?	['They have high-risk jobs.', 'Investments in human capital.', 'Increase the production of SUVs.', 'Seed logs.']	C	high_school_microeconomics	C) Increase the production of SUVs.	C
Patents, asset management, investments, and special licenses	['set standards for price discrimination', 'a company needs to make short term profits', 'sources of need for rubber bands', 'all the entrance gates']	D	high_school_microeconomics	A) set standards for price discrimination	A
The plastics industry makes less plastic than is needed for all purposes. As a result, the industry we work with makes more plastic.	['increasingly expensive industry', 'an industry with a fixed cost', 'industry costs are falling', 'a profitable business']	B	high_school_microeconomics	A) increasingly expensive industry	A
Which of the following is an example of a product that can be fixed in the long run but not fixed in the short run?	"['They even used it to make boards for shelters.', 'The size of the printer on a box.', ""McDonald's is a restaurant chain."", 'Most of the teaching assistants are from local secondary schools.']"	C	high_school_microeconomics	B) The size of the printer on a box.	B
The price of apples is variable. Let's say that farmers use a lot of medicines to increase the production of apples. We hear that the price of apples is rising. Which of the following is a new estimate for the price and quantity of apples?	['Prices go up, but quantities are complicated.', 'Prices are lower, but quantities are more complex.', 'Costs are complex, but quantities are rising.', 'Costs are complex, but quantities are scarce.']	C	high_school_microeconomics	A) Prices go up	A
Which of the following can cause a blood clot in the kidneys?	"[""Florida's largest corn crop"", 'Depreciation of Tang', 'The price of petroleum liquids is expected to fall in the future', 'Getting ahead and protecting people who drink too much']"	D	high_school_microeconomics	It seems there might be a mix-up in the question or the options provided, as they do not directly relate to the medical condition mentioned (blood clot in the kidneys). Please check the question and options, or provide the correct context or topic for an accurate response.	A
Which of the following statements about a legitimate business organization is true?	"['Interest is declining.', ""Corbett's interest in Corbett's income was very low."", 'Cost is determined by availability across the market.', 'The average income is different from the cost.']"	C	high_school_microeconomics	D) The average income is different from the cost.	D
"Economists use the term ""capital"" to define"	['the financial situation.', 'factories and equipment.', 'where there is a central government.', 'the economic center.']	B	high_school_microeconomics	B)factories and equipment.	B
Ray and Dorothy could both cook a meal, and on Sunday afternoons they could both gather grass in the garden. For each hour of cooking, Ray would gather 50 grasses, and Dorothy, 100.	['The ray attracts grass because cooking is useful for everything.', 'Because of its usefulness in cooking, the turnip pulls grass.', 'Compared with cooking, baking makes food easier because of its usefulness.', 'The ray cooks food because it is useful in comparison with cooking.']	D	high_school_microeconomics	B)Because of its usefulness in cooking	B
Your grandmother runs a small company that cooks food from her home. She hires some friends to help her. Which of the following situations would increase a person's appetite?	['Increase in the price of apples.', 'Friends who talk to your grandparents all day, slow down the process of making the dough.', 'There are vending machines on the kitchen table.', 'A new study has revealed that apples increase the risk of cancer.']	C	high_school_microeconomics	D) There are vending machines on the kitchen table.	D
Ms. Johnson spends her full-day budget on peanut chips, $1 each, and white peanut butter, $2 each. On her current spending band, she has a very low yield of 12 chips and a very low yield of 30 left. Ms. Johnson is forced to	"[""Don't do anything; she's using her earnings to raise a mix of chips and leftovers."", 'Increase the number of chips used until the profit is less than 30.', 'Reduce the number of chips used until the profit is less than 30.', 'Reduce the use of chips and increase the use of chips until the value of the two items equals at least one dollar.']"	D	high_school_microeconomics	B) Increase the number of chips used until the profit is less than 30.	B
If there is no interference, which of the following is a perfect competition, external, public resource, and information that is all perfect?	['Voluntary contributions to be included on a permanent basis', 'Failure of market', 'Extremely low price', 'Be fruitful and multiply.']	B	high_school_microeconomics	B)Failure of market	B
The minimum cost (MC) is equal to the average conversion cost (AVC) and the average total cost (ATC) if:	['Very low cost (MC) AVC and ATC intersect at their highest points.', 'The AVC and ATC intersect at the MC at its highest point.', 'The MC intersects the AVC and ATC at their lowest points.', 'The AVC and ATC intersect at the lower end of the MC.']	C	high_school_microeconomics	C)The MC intersects the AVC and ATC at their lowest points.	C
As Julia's income increased, she bought more ice cream and fewer popsicles.	"['unwillingness to obey the law', 'being a co-producer', ""it's a good addition to ice cream."", 'being a lesser tool']"	D	high_school_microeconomics	C)it's a good addition to ice cream.	C
A monopoly is less efficient than a perfect competition because	['a monopoly sells at a high price to produce more', 'a monopoly sells at a high price in order to produce less', 'a monopoly may be profitable in the short term but not in the long term', 'perfect competition will soon end and monopoly will never end']	B	high_school_microeconomics	B) a monopoly sells at a high price in order to produce less	B
In a competitive market system, which of the following does NOT specify how assets are allocated?	['Price indices guide manufacturers as to what, when, how and for whom goods and services are produced.', 'Active state ownership and direction of production.', 'Free market exchange between buyers and sellers.', 'production or distribution of income and materials']	B	high_school_microeconomics	D)Active state ownership and direction of production.	D
The production potential limit is a straight line when	['efficiency gained', 'in use, linear systems are the correct replacement', 'increases the yield', 'property is not exclusive']	D	high_school_microeconomics	B) in use	B
Which of the following statements is true?	['Income from Finance = Income from Accounting.', 'Excise Duties = Excise Duties are taxes on income.', 'Cost of Goods = Cost of Goods minus Cost of Goods.', 'Cost of living = Cost of living.']	B	high_school_microeconomics	D) Cost of living = Cost of living.	D
If the price of a unit of energy, commodity changes, increases, which of the following results?	['Changes in the AFC.', 'Higher changes in MPL.', 'ATC is switched down.', 'High change in MC.']	D	high_school_microeconomics	D) High change in MC.	D
If the unit wage is $4.50, how many workers will be employed per unit?	['1st year', 'The 2', 'The 3rd', 'The 4th']	B	high_school_microeconomics	B)The 2	B
If consumers were advised that whole grain breads reduce the risk of cancer, which of the following would apply to whole grain breads?	['If the leaves are cut to the left, this reduces the value of the harvest.', 'If the supply is shifted to the left, this increases the price of grain.', 'If the leaves are planted on the right side, the value of the fruit will increase.', 'If the leaves are cut to the right, this reduces the cost of the harvest.']	C	high_school_microeconomics	D)this increases the price of grain.	D
Which of the following verses distinguishes perfect competition from perfect competition?	['Easily in and out in a long time', 'products that are identical', 'Satisfy the demand for rubber products for the company', 'The long - term benefits']	A	high_school_microeconomics	B) products that are identical	B
When there is a negative effect of a product, the quantity of the product can be reduced.	['free market capitalism', 'By limiting the amount that can be produced', 'purchase of government equipment', 'minimize the amount that can be produced']	B	high_school_microeconomics	B) By limiting the amount that can be produced	B
Jason cleans the flour pools in a market with good competition. It is highly profitable, and he can pay $10 per pool to clean 9 pools per day, bringing a total conversion cost of $80 and a total maintenance cost of $20. Which of the following is true?	['Jason is due to close shortly, with a financial loss of $20.', 'Jason is due to close shortly, with a financial loss of $10.', 'Jason had to clean 9 swimming pools a day, for an economic loss of $20.', 'Jason has to clean 9 pools a day, at a financial loss of $10.']	D	high_school_microeconomics	B) with a financial loss of $20.	B
Why a competitive market is good for society	['The lower the consumption, the higher the productivity.', 'collaboration is mutual.', 'The more producers there are, the more consumers there are.', 'the difference between the consumer and the retailer is large.']	B	high_school_microeconomics	D)The more producers there are	D
You're told that the income elasticity for DVD is over +1.5.	"['increase revenue by 10 percent and increase DVD consumption by 15 percent.', ""It's a 10 percent increase in revenue and a 15 percent increase in DVD consumption."", 'increase revenue by 10 percent and decrease DVD consumption by 15 percent. DVDs are discarded products', 'A 10 percent increase in the price of DVDs reduces the use of DVDs by 15 percent.']"	A	high_school_microeconomics	A)increase revenue by 10 percent and increase DVD consumption by 15 percent.	A
If the price of a product is fixed and you buy more of that product to use, it is called	['income from the business.', 'replace the fruit.', 'very low yields.', 'produce a result.']	B	high_school_microeconomics	B) replace the fruit.	B
Which of the following is an example of unjust gain?	['The earnings of the famous basketball player are $40 million.', 'Pension of social contribution.', 'Intervention fee from social services.', 'She earns $8 an hour in a restaurant with the same amount of money as other rich people.']	D	high_school_microeconomics	A)The earnings of the famous basketball player are $40 million.	A
A small business expects a change in the cost of production demand of 3. To collect the total revenue, the owners are obliged to	"['Reduce costs because demand is changing.', ""Reduce the cost because it's constant."", 'Increase prices because demand is changing.', 'Increase the price because the demand is constant.']"	A	high_school_microeconomics	C) Increase prices because demand is changing.	C
The two-state monopoly exists when	['a monopsony buys from a monopoly', 'a monopoly sells to two different types of consumers', 'a monopoly is bought from a monopsony', 'a monopolist sells two different types of goods']	A	high_school_microeconomics	A)a monopsony buys from a monopoly	A
What to expect if companies enter the fast-growing monopolies	['willingness to move to the right.', 'increase in the market price of the product.', 'the willingness of existing organizations to change more.', 'willingness to move to the left.']	D	high_school_microeconomics	A) willingness to move to the right.	A
The Law Minimized Responsibility	['The AVC rises first, but eventually collapses, as production increases.', 'AFC rises first, but eventually falls, as production increases.', 'MP initially fails, but eventually recovers, as production increases.', 'MC will fail at first, but eventually rise, as production increases.']	D	high_school_microeconomics	A)The AVC rises first	A
"Which of the following abbreviations completes the definition of economics? ""Economics research . . ""."	['how infinite resources are distributed among finite needs.', 'how to live financially.', 'how corporations raise their share prices.', 'the extent to which resources are allocated to meet unlimited needs.']	D	high_school_microeconomics	D)the extent to which resources are allocated to meet unlimited needs.	D
If the unit of capital is multiplied by 1, 2, 3 units of labor, the output rises to 300 (unit of labor 1), 350 (unit of labor 2) and 375 (unit of labor 3). Which of the following is the correct translation?	['This is a long-term incremental effect.', 'This is the long-term effect of reducing the level.', 'That is a long time to get back on track.', 'This reduces productivity considerably in the short term.']	D	high_school_microeconomics	A)This is a long-term incremental effect.	A
Which of the following is a good example of public welfare?	['Private violin lessons', 'Fire safety headquarters in the community', '$1 admission ticket to the museum', 'The size of the chips']	B	high_school_microeconomics	B)Fire safety headquarters in the community	B
Which of the following is a good example of a man-made object?	['Adjustment of dental visits', 'A leather tannery', 'A large pizza', 'The Space Station of the World']	D	high_school_microeconomics	D) The Space Station of the World	D
When the exchange rate is negative the instruments in question must be	['the student', 'lowly', 'are consistent', 'where they meet']	C	high_school_microeconomics	A) the student	A
"""Which of these men can add a tenth to his income?"""	['Many students graduate with the skills needed for the labor market.', 'Desire is powerful because it is produced by this human-powered machine.', 'The price of an additional asset will go up.', 'The head of human resources prioritizes the interests of the employees working in the headquarters, leaving them to pass the examination']	B	high_school_microeconomics	C) The price of an additional asset will go up.	C
This is one of the reasons why governments discourage and regulate monopolies.	['the advantage of the producer disappears, and the advantage of the consumer is obtained.', 'The monopoly price ensures the efficiency of production, but undermines the efficiency of public distribution.', 'companies do not have a monopoly on large-scale research and development.', 'Higher prices and lower quality products will result in more consumers.']	D	high_school_microeconomics	B) and the advantage of the consumer is obtained.	B
Which of the following is true about equality in fair (or fully fair) competition X?	['There is a shortage of X-ray machines.', 'The quantity demanded equals the quantity supplied.', 'There is an X-ray machine.', 'The government controls the quantity of goods produced at a given price.']	B	high_school_microeconomics	B)The quantity demanded equals the quantity supplied.	B
As the price of pears increases, we expect the following:	['Write down the number of people who will be called.', 'The nearest pear is the pear.', 'The demand for pearls is falling.', 'The desire for the pear would be gone.']	C	high_school_microeconomics	C)The demand for pearls is falling.	C
If there is an increase in the quantity of wine and at the same time there is an increase in the desire for wine:	['There is an increase in diversity, but the cost is complex.', 'Many couples fail, but change is costly.', 'The greater the number, the greater will be the reward.', 'Many will die in battle, and the price will fall.']	A	high_school_microeconomics	A) There is an increase in diversity	A
If the government wants to control the natural monopoly to produce an efficient allocation on a product	['where the price is equal to the average cost.', 'where the lowest income equals the lowest cost.', 'wherever there is a crowd of people.', 'where the highest cost equals the lowest cost.']	D	high_school_microeconomics	A) where the price is equal to the average cost.	A
When the change value is greater than 1	['will be completely stable.', 'It can be.', 'it is stable.', 'be a variable unit.']	B	high_school_microeconomics	B) It can be.	B
Which of the following tax systems is designed to redistribute income from the rich to the poor?	['The tax system is progressive', 'Go back to the old tax system', 'Proportional taxation system', 'Taxation system in place']	A	high_school_microeconomics	A) The tax system is progressive	A
What are some examples of unfavorable prejudice?	"['Since Brent works at night, he prefers to buy at 7 a.m. rather than 7 p.m.', 'Bobby and Nancy each received a ""$1 off"" coupon in the mail, but Bobby returned it when Nancy didn\'t open it.', 'Katie buys a dozen cookies for $3 and Josh buys a cookie for $1 at a time.', 'Velma prefers to go to the movies at a lower price for the afternoon show, while Rosemary prefers to pay extra for the evening show.']"	A	high_school_microeconomics	A)Since Brent works at night	A
If it is useless, which of the following would be useless?	['Support from the government.', 'Taxes to the government.', 'The high price.', 'Low level of production.']	A	high_school_microeconomics	B) Taxes to the government.	B
Because the denim jeans market is in balance, the price of polyester pants, a substitute material, is going up.	['The lower the price, the more likely it is to fall.', 'Supply decreases, cost increases, and quantity increases.', 'Willingness to increase or decrease costs.', 'desire to increase, increase value, and increase quantity.']	D	high_school_microeconomics	C) Supply decreases	C
When a smart user stops eating a bunch of Native Scouts	['the total benefit equals the total cost of eating a cake.', 'the very low benefit equals the very low cost of the next fall.', 'the small expense of eating a cake is a big one.', 'There are very few benefits to eating cookies.']	B	high_school_microeconomics	A)the total benefit equals the total cost of eating a cake.	A
Which of the following shows why price (P) equals minimum revenue (MR) under perfect competition, and why price (P) equals minimum revenue under monopoly or perfect competition?	['I, II and III.', 'I and II.', 'I am the only one.', 'I and III.']	B	high_school_microeconomics	A)I	A
When a product is taxed, it is used more than it is taxed	['stable demand and stable supply', 'constant demand and fluctuating supply', 'demand and supply are constant.', 'demand changes and supply changes']	B	high_school_microeconomics	C) demand and supply are constant.	C
medium-sized long-tailed shrew	['there is always a short-term average cost', 'always be a little higher than the average cost', 'the average short-term cost constantly crosses the average short-term cost minimum.', 'the average short-term cost is less than one time']	D	high_school_microeconomics	A) there is always a short-term average cost	A
Which of the following is not a sign of promiscuity?	['The marginal cost is much lower than that of MR = MC.', 'P is less than MC.', 'The rivalry.', 'On the ground floor.']	B	high_school_microeconomics	B)P is less than MC.	B
Economics is a social science	['is primarily about money.', 'is primarily concerned with the use of resources.', 'only uses the scientific method for meditation.', 'is primarily a matter of developing spiritual health.']	B	high_school_microeconomics	B)is primarily concerned with the use of resources.	B
Which of the following statements is true?	['TC is equal to (AVC + AFC) Q.', 'TFC = TC at all stages of production.', 'AVC + AFC is equal to TC.', 'MC is equal to TC - TFC.']	A	high_school_microeconomics	A)TC is equal to (AVC + AFC) Q.	A
A monopsonist is distinguished by one of the following:	['The pay is much lower than the salary.', 'The pay scale is higher than the short-term market.', 'The salary is higher than for short-term work.', 'The shop of a servant.']	A	high_school_microeconomics	A)The pay is much lower than the salary.	A
If the cost of one commodity (A) is increased and the quantity demanded of the other commodity (B) is increased, the two commodities	['replace equipment.', 'additional equipment.', 'with less equipment.', 'special tools.']	A	high_school_microeconomics	A) replace equipment.	A
Which of the following statements is true of a highly competitive industry?	['The total income increases and then decreases.', 'Income is falling dramatically.', 'The median is first negative and then positive.', 'The average income equals the minimum income.']	D	high_school_microeconomics	D)The average income equals the minimum income.	D
until the owner of the vineyard comes and hires workers	['Salary = very low overhead costs.', 'Salary = Very low salary.', 'Salary = Very low income.', 'Salary = Very low earnings per employee.']	D	high_school_microeconomics	B) Salary = Very low salary.	B
Demand explains why a monopoly lowers its price in order to sell more of its product.	['monopolies are common among public service organizations', 'a corporation with a very low income has less monopoly interest', 'a very low cost barrier crosses over to a monopoly price.', 'monopolists can control the market']	B	high_school_microeconomics	D)monopolists can control the market	D
"""Suppose a mustard seed fell into the ground and grew."	['the desire to reduce the machine used to make coffee.', 'There is a constant shortage of coffee in the market.', 'The reason for lowering the price is to increase the number of customers.', 'the need for more coffee.']	A	high_school_microeconomics	D)the need for more coffee.	D
The low wages of fast food workers may have contributed to productivity	['the desire of the workers is to increase the quantity of fast food.', 'The supply of food quickly depleted the workers.', 'shortage of fast food workers.', 'than fast food workers.']	D	high_school_microeconomics	C)shortage of fast food workers.	C
Which of the following is true for an organization that is soon to be fully operational?	['The company is profitable.', 'The company will be closed if the price falls below the average cost.', 'The company earns good economic returns.', 'The result can be positive, negative, or zero.']	D	high_school_microeconomics	D)The result can be positive	D
The price of coffee, the supply of coffee, is now at an all-time high. Which of the following desires can add to the price?	['Consumers are losing money.', 'The price of tea goes up.', 'The wages of the coffee factory workers are reduced.', 'Technology is improving in coffee harvesting.']	B	high_school_microeconomics	B)The price of tea goes up.	B
It is true that when a firm earns a profit from the production of a product	['the total income from production equals the net cost.', 'Light and darkness are the same.', 'the total income from production equals the net cost.', 'The total income from production is equal to the sum of the direct and indirect costs.']	D	high_school_microeconomics	A)the total income from production equals the net cost.	A
If a business wants to increase its revenues and know that the change in its cost of production equals 0.78, it should	['Reduce costs as needs change', 'Reduce costs because demand is changing', 'Reduce the cost because the demand is constant', 'Add value by being consistent']	D	high_school_microeconomics	A)Reduce costs as needs change	A
Which of the following is a characteristic of monopolistic competition?	"['P > M.C.', 'Ability to work independently.', ""It's more than a competition."", 'P is for MR.']"	A	high_school_microeconomics	A)P > M.C.	A
which of the following is characteristic of a rear-wheel-drive vehicle?	['As the salary scale increases, the number of employees increases exponentially on all salaries.', 'Businesses continue to use labor and leisure supplies in addition to, or instead of, their employees.', 'Business and leisure are more beneficial than income or leisure.', 'inexperienced, low-wage, young workers crossing the back.']	C	high_school_microeconomics	It seems there might be a mix-up in the question or options provided. The question about the characteristic of a rear-wheel-drive vehicle does not match the options listed, which seem to relate to economics or business topics. Could you please clarify or provide the correct set of options related to rear-wheel-drive vehicles?	A
inexperienced, low-wage, young workers crossing the back.	['Plastic', 'Vehicle', 'A computer', 'The atmosphere']	D	high_school_microeconomics	B) Vehicle	B
The Lorenz Curve is used to measure which of the following:	['Proportion of income and wealth in different countries.', 'The ratio of government assets to private assets of different countries.', 'Ratio of income inequality and income inequality in different countries.', 'The working poor and the non-working poor.']	C	high_school_microeconomics	A) Proportion of income and wealth in different countries.	A
Which of the following examples causes consumers to pay higher taxes on a certain product?	['If the demand curve is a floating price and the supply curve is a constant price', 'If the demand curve changes the price and the supply curve changes completely', 'If the demand curve is a fixed price and the supply curve is a floating price', 'If the demand is completely constant and the supply constant']	D	high_school_microeconomics	A)If the demand curve is a floating price and the supply curve is a constant price	A
Which of the following would make you want to add ice cream?	['Reduction in the price of ice cream', 'The price of ice cream has gone down, and there are more ice cream makers in the world.', 'Increase in the price of ice cream, additional equipment for ice cream cones', 'The drop in the price of lollipops, to the point of replacing ice cream']	B	high_school_microeconomics	A)Reduction in the price of ice cream	A
For a company to be successful, it must meet the following criteria: I. The company must not be able to attract customers; III. Customers must be able to identify potential customers; and IV. The company must not be able to sell its products.	['I, III, and V only', 'III and IV only', 'I and IV only', 'II, III, and V only']	D	high_school_microeconomics	B)III	B
Which of the following is an example of an economic rent?	"['The famous footballer earns $50 million.', 'Pension of social contribution.', 'Intervention fee from social services.', ""A student's college cheque from a parent or guardian.""]"	A	high_school_microeconomics	A)The famous footballer earns $50 million.	A
If there is a negative outcome, which of the following will correct (or correct) it?	['Support from the government.', 'Taxes to the government.', 'Lower cost.', 'The rate of production is high.']	B	high_school_microeconomics	A) Support from the government.	A
Which of the following is a monopoly?	['A company in the industry.', 'The cost is equal to a very small income.', 'is a completely changeable victim of desire.', 'The stumbling blocks are weak.']	A	high_school_microeconomics	A) A company in the industry.	A
Monopoly is a low-income, low-interest, low-cross-border monopoly that	['is crossed at the top', 'halfway between the wishbone and the fixed tailbone', 'halfway between the wishbone and the fixed tailbone', 'the parable of the goat is desire.']	B	high_school_microeconomics	A) is crossed at the top	A
the price of a field	['continuous shortage of equipment.', 'increase mutual cooperation.', 'something more durable than a machine.', 'weight reduction and weight loss.']	C	high_school_microeconomics	C)something more durable than a machine.	C
Which of the following tactics did the churches use to boost the salaries of workers?	['Negotiations for a salary from the land', 'Restrictions on membership', 'Efforts are made to reduce property costs', 'Barber or seamstress']	C	high_school_microeconomics	A) Negotiations for a salary from the land	A
Which of the following qualities is a perfect runner?	['Companies produce the same products.', 'There are barriers to entry.', 'Companies are a valuable resource for adults.', 'The government controls this cost as if the burden of death has been lifted.']	A	high_school_microeconomics	A) Companies produce the same products.	A
Which of the following statements is true?	['Over time, your goals may change.', 'Before you know it, your goals are changing.', 'In the long run, supply may not be fully adapted to changing demand.', 'In a short time, the supply can be fully adapted to the changing needs.']	A	high_school_microeconomics	B) your goals may change.	B
Monopolistic competition is called inefficient productivity because	['the long-term cost is lower than the average total cost.', 'The results are long lasting.', 'organizations engage in shared behavior.', 'no barriers to entry.']	A	high_school_microeconomics	A)the long-term cost is lower than the average total cost.	A
In the long run, compared to perfect competition, a monopoly has	"['additional product choices for consumers.', 'more than efficiency.', 'low cost.', ""It's a lot more than a little money.""]"	D	high_school_microeconomics	B)more than efficiency.	B
If we increase the cost of cell phone service for company A by 5 percent and the amount of cell phone service required for company B by 10 percent, we can say that	"[""Company B's interest is the floating rate."", ""Company B's supply is the exchange rate."", 'Companies A and B substitute for each other because the change in cost is above zero.', 'Companies A and B are equal because the change in cost is less than zero.']"	C	high_school_microeconomics	C)Companies A and B substitute for each other because the change in cost is above zero.	C
What is the relationship between the minimum income threshold and the monopoly interest threshold similar to the relationship between the minimum cost threshold and the monopoly interest threshold?	['The need for human power', 'Source of human energy', 'External costs are very low', 'The total cost']	B	high_school_microeconomics	D)The total cost	D
Now consider the parable of the wheat. If the wheat is low and the weeds are high, what will you say about the price of the wheat?	['Both the price and the quantity are high.', 'Prices go up, but quantity changes are complicated.', 'Both price and quantity will fall.', 'The quantity increases, but the change in cost becomes complex.']	B	high_school_microeconomics	B)Prices go up	B
In a competitive market, commodities are now in a competitive situation. Which of the following can increase the value of commodities?	"[""The family's income drops."", 'The technology used to produce benzene is improving.', 'The cost of subway tickets and other public transportation will be reduced.', 'The price of gasoline, the fuel of the long-range diesel engine, goes up.']"	D	high_school_microeconomics	B)The technology used to produce benzene is improving.	B
Which of the following increases the wages of tobacco workers?	['Increase in the number of graduates in tobacco training schools', 'Rising price of tobacco', 'Increasing the cost of tobacco education', 'Increased taxes on tobacco']	B	high_school_microeconomics	B)Rising price of tobacco	B
When the harvest starts too slowly	['average productivity begins to decline.', 'overall productivity begins to decline.', 'The result is very low labor productivity and negative labor productivity.', 'very low energy production starts to decline.']	D	high_school_microeconomics	C) The result is very low labor productivity and negative labor productivity.	C
What you give up to pursue another option is known as	['The capital.', 'He shrugged.', 'the cost of living.', 'the opportunity cost.']	D	high_school_microeconomics	D) the opportunity cost.	D
Which of the following is a characteristic of a highly competitive industry?	['Free entry to the industry.', 'Differences in production.', 'Corbett is a completely changeable character.', 'Products of the same kind.']	B	high_school_microeconomics	A) Free entry to the industry.	A
A monopsony is a monophyletic organism that has evolved over time.	['pay less and earn more', 'work for less than the same salary', 'pay more and hire more', 'pay less, hire less']	D	high_school_microeconomics	D)pay less	D
How will wages and employment change if the monopsony job market suddenly turns into a full-fledged competitive job market?	['Both of these were added.', 'The two shared a meal.', 'The salary remained the same, but the workload increased.', 'The salary decreases, but the work increases.']	A	high_school_microeconomics	A)Both of these were added.	A
