question	answer	opus	prompt
Sekepe sa Julia se ile sa dutla a le letsheng. Sekepe se ne se nka dilitara tse pedi tsa metsi bakeng sa maoto a leshome ha a ne a kgutlela lebopong. Ho mo nkile metsotswana e leshome le metso e tsheletseng ho kganna maoto a mashome a mabedi. Lebopo le ne le le bohole ba metsotswana e 64. Sekepe se nkile metsi a makae ha Julia a fihla lebopong?	16	[TextBlock(text='128', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSekepe sa Julia se ile sa dutla a le letsheng. Sekepe se ne se nka dilitara tse pedi tsa metsi bakeng sa maoto a leshome ha a ne a kgutlela lebopong. Ho mo nkile metsotswana e leshome le metso e tsheletseng ho kganna maoto a mashome a mabedi. Lebopo le ne le le bohole ba metsotswana e 64. Sekepe se nkile metsi a makae ha Julia a fihla lebopong?\n'}]}]
Phaposi ya borutelo e na le letlapa le lesweu le arolwang dipakeng tsa mesuwe e 4 e fapanyetsanang ho le sebedisa. Mosuwe ka mong o na le dithuto tse 2 ka letsatsi mme o sebedisa letlapa thutong e nngwe le e nngwe. Haeba letlapa le hlwekiswa makgetlo a 3 thutong ka nngwe, letlapa le hlwekiswa hakae ka letsatsi?	24	[TextBlock(text='24', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPhaposi ya borutelo e na le letlapa le lesweu le arolwang dipakeng tsa mesuwe e 4 e fapanyetsanang ho le sebedisa. Mosuwe ka mong o na le dithuto tse 2 ka letsatsi mme o sebedisa letlapa thutong e nngwe le e nngwe. Haeba letlapa le hlwekiswa makgetlo a 3 thutong ka nngwe, letlapa le hlwekiswa hakae ka letsatsi?\n'}]}]
Ryan o jala dipalesa tse pedi ka letsatsi tshimong. Kamora matsatsi a 15, o na le dipalesa tse kae haeba tse 5 ha di a mela?	25	[TextBlock(text='25', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRyan o jala dipalesa tse pedi ka letsatsi tshimong. Kamora matsatsi a 15, o na le dipalesa tse kae haeba tse 5 ha di a mela?\n'}]}]
Founo ya Jamal e ka tshwara dinepe makgetlo a 6 ho feta founo ya Brittany. Boholo ba palo ya dinepe tseo founo ya Brittany e ka di tshwarang ke makgetlo a 50 ho feta palo ya dinonyana senepeng sa Jamal sa matata serapeng sa diphoofolo. Haeba founo ya Jamal e ka tshwara dinepe tse 1800, ke matata a makae a ka bonwang senepeng sa Jamal sa matata serapeng sa diphoofolo?	6	[TextBlock(text='7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nFouno ya Jamal e ka tshwara dinepe makgetlo a 6 ho feta founo ya Brittany. Boholo ba palo ya dinepe tseo founo ya Brittany e ka di tshwarang ke makgetlo a 50 ho feta palo ya dinonyana senepeng sa Jamal sa matata serapeng sa diphoofolo. Haeba founo ya Jamal e ka tshwara dinepe tse 1800, ke matata a makae a ka bonwang senepeng sa Jamal sa matata serapeng sa diphoofolo?\n'}]}]
Sasha o hlokomela hore ditheko tsa lumber di nyolohile ka 50% dikgweding tse mmalwa tse fetileng ha a qeta ho reka tse ding. Ere kaha o na le tse setseng, o etsa qeto ya ho di rekisa. O na le masalla a leshome 2x4x10 a diboto tse mmitsitseng R10 e le nngwe. O boetse o na le hlano 4x4x10 ya diboto tseo a di rekileng ka R16 e le nngwe. Haebe a di rekisa kaofela, o etsa phaello e kae?	90	[TextBlock(text='150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSasha o hlokomela hore ditheko tsa lumber di nyolohile ka 50% dikgweding tse mmalwa tse fetileng ha a qeta ho reka tse ding. Ere kaha o na le tse setseng, o etsa qeto ya ho di rekisa. O na le masalla a leshome 2x4x10 a diboto tse mmitsitseng R10 e le nngwe. O boetse o na le hlano 4x4x10 ya diboto tseo a di rekileng ka R16 e le nngwe. Haebe a di rekisa kaofela, o etsa phaello e kae?\n'}]}]
Katy o etsa kofi a sebedisa dikgabana tsa tswekere le dikopi tsa metsi ka kabo ya 7:13. Haeba a sebedisitse dikgabana tse 120 kaofela tsa tswekere le dikopi tsa metsi, bala palo ya dikgabana tse tletseng tsa tswekere tseo a di sebedisitseng.	42	[TextBlock(text='84', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKaty o etsa kofi a sebedisa dikgabana tsa tswekere le dikopi tsa metsi ka kabo ya 7:13. Haeba a sebedisitse dikgabana tse 120 kaofela tsa tswekere le dikopi tsa metsi, bala palo ya dikgabana tse tletseng tsa tswekere tseo a di sebedisitseng.\n'}]}]
John o reka dipara tse 2 tsa dieta bakeng sa e mong le e mong wa bana ba hae ba 3. Di bitsa R60 para ka nngwe. O lefile bokae?	360	[TextBlock(text='360', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn o reka dipara tse 2 tsa dieta bakeng sa e mong le e mong wa bana ba hae ba 3. Di bitsa R60 para ka nngwe. O lefile bokae?\n'}]}]
Ofisiri ya dithoto boemelong ba dikepe SeaSide o badile ditshelo tse 2 tsa dikoloi tse tswang kantle, e nngwe le e nngwe e na le dikoloi tse 5 kahare. Letsatsi le hlahlamang, ditshelo tse ding di tlisitswe, mme palo ya dikoloi kafela boemelong e bile 30. Bala palo ya ditshelo tse tlisitsweng ka letsatsi la bobedi, ho akanywa hore ditshelo di na le dikoloi tse 5. 	4	[TextBlock(text='4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nOfisiri ya dithoto boemelong ba dikepe SeaSide o badile ditshelo tse 2 tsa dikoloi tse tswang kantle, e nngwe le e nngwe e na le dikoloi tse 5 kahare. Letsatsi le hlahlamang, ditshelo tse ding di tlisitswe, mme palo ya dikoloi kafela boemelong e bile 30. Bala palo ya ditshelo tse tlisitsweng ka letsatsi la bobedi, ho akanywa hore ditshelo di na le dikoloi tse 5. \n'}]}]
Mokgolo wa Adrien kaofela e ne e le diporesente tse 30 kahodimo ho wa Lylah. Kamora dilemo tse nne, mokgolo wa hae o nyolohile, mme o ne a kgola 40% ho feta seo a neng a se etsa dilemo tse nne tse fetileng. Haeba mokgolo wa Adrien le Lylah e nyolohile ka nako e le nngwe, mme Adrien o ne a kgola R40000 dilemo tse nne tse fetileng, bala mokgolo kaofela oo bobedi ba neng ba o thola dilemo tse nne kamorao ho moo?	95200	[TextBlock(text='104000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMokgolo wa Adrien kaofela e ne e le diporesente tse 30 kahodimo ho wa Lylah. Kamora dilemo tse nne, mokgolo wa hae o nyolohile, mme o ne a kgola 40% ho feta seo a neng a se etsa dilemo tse nne tse fetileng. Haeba mokgolo wa Adrien le Lylah e nyolohile ka nako e le nngwe, mme Adrien o ne a kgola R40000 dilemo tse nne tse fetileng, bala mokgolo kaofela oo bobedi ba neng ba o thola dilemo tse nne kamorao ho moo?\n'}]}]
Miguel o sebedisa bukana ya maqephe a 2 a pampiri ka beke bakeng sa ho taka. Haeba ho na le maqephe a 30 a pampiri bukaneng ya maqephe, ke maqephe a makae a pampiri a a sebedisang kgwedi e nngwe le e nngwe?	240	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMiguel o sebedisa bukana ya maqephe a 2 a pampiri ka beke bakeng sa ho taka. Haeba ho na le maqephe a 30 a pampiri bukaneng ya maqephe, ke maqephe a makae a pampiri a a sebedisang kgwedi e nngwe le e nngwe?\n'}]}]
Morisette le Kael ba kopuwe ho tlisa ditholwana. Morisette o tlisitse diapole tse 5 le dilamunu tse 8, ha Kael a tlisitse habedi palo ya diapole le halofo palo ya dilamunu ho feta Morisette. Ba na le ditholwana tse kae kaofela?	27	[TextBlock(text='27', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMorisette le Kael ba kopuwe ho tlisa ditholwana. Morisette o tlisitse diapole tse 5 le dilamunu tse 8, ha Kael a tlisitse habedi palo ya diapole le halofo palo ya dilamunu ho feta Morisette. Ba na le ditholwana tse kae kaofela?\n'}]}]
Sadie o robetse dihora tse 8 ka Mantaha. Bakeng sa matsatsi a mabedi a tlang, o robetse hanyane ka dihora tse 2, hobane o ne a lokela ho qetela diasaenemente. Haebe beke kaofela o robetse hora e le 1 ho feta matsatsi ao a mabedi, ke dihora tse kae tseo a di robetseng kaofela beke yohle?	48	[TextBlock(text='47', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSadie o robetse dihora tse 8 ka Mantaha. Bakeng sa matsatsi a mabedi a tlang, o robetse hanyane ka dihora tse 2, hobane o ne a lokela ho qetela diasaenemente. Haebe beke kaofela o robetse hora e le 1 ho feta matsatsi ao a mabedi, ke dihora tse kae tseo a di robetseng kaofela beke yohle?\n'}]}]
Rosie a ka matha dikhilomitara tse 10 ka hora bakeng sa dihora tse 3. Kamora moo, o matha dikhilomitara tse 5 ka hora. A ka matha dikhilomitara tse kae ka dihora tse 7?	50	[TextBlock(text='40', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRosie a ka matha dikhilomitara tse 10 ka hora bakeng sa dihora tse 3. Kamora moo, o matha dikhilomitara tse 5 ka hora. A ka matha dikhilomitara tse kae ka dihora tse 7?\n'}]}]
Jennie o a thusa ofising ya Mme wa hae. O na le sehlopha sa mangolo a hlokang ditempe, le sehlopha sa mangolo a seng a tempuwe. O otla setempe ho nngwe-borarong ya mangolo a hlokang ditempe. Haeba ho na le mangolo a 30 sehlopheng sa mangolo a seng a tempuwe, ho ne ho na le a makae sehlopheng ha Jennie a ne a qala?	10	[TextBlock(text='45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJennie o a thusa ofising ya Mme wa hae. O na le sehlopha sa mangolo a hlokang ditempe, le sehlopha sa mangolo a seng a tempuwe. O otla setempe ho nngwe-borarong ya mangolo a hlokang ditempe. Haeba ho na le mangolo a 30 sehlopheng sa mangolo a seng a tempuwe, ho ne ho na le a makae sehlopheng ha Jennie a ne a qala?\n'}]}]
Julia o ne a lokisetsa mokete wa tinara ntlong ya hae, moo a neng a ikemiseditse ho fana ka setjhu. O ile a hlokomela hore o ne a se na dikgaba tsa polasetiki, jwale o ile a reka pakete e ntjha ya dikgaba. Ha mamorao, monna wa hae le yena a reka pakete ya dikgaba tsa 5 tse ntjha mme a di fa Julia. Ha Julia a ntse a pheha setjhu, a sebedisa dikgaba tse tharo bakeng sa ho tshola setjhu. Ha mamorao ha a ilo teka tafole, o ne a e na le dikgaba tse 12. Ho ne ho na le dikgaba tse kae ka polasetiking tseo Julia a di rekileng?	10	[TextBlock(text='10', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJulia o ne a lokisetsa mokete wa tinara ntlong ya hae, moo a neng a ikemiseditse ho fana ka setjhu. O ile a hlokomela hore o ne a se na dikgaba tsa polasetiki, jwale o ile a reka pakete e ntjha ya dikgaba. Ha mamorao, monna wa hae le yena a reka pakete ya dikgaba tsa 5 tse ntjha mme a di fa Julia. Ha Julia a ntse a pheha setjhu, a sebedisa dikgaba tse tharo bakeng sa ho tshola setjhu. Ha mamorao ha a ilo teka tafole, o ne a e na le dikgaba tse 12. Ho ne ho na le dikgaba tse kae ka polasetiking tseo Julia a di rekileng?\n'}]}]
Dylan o ne a hloka disoseje tsa kgoho le tsa tlhapi hore a etse dibanse tsa disoseje moketeng. O rekile disoseje tsa dikgoho tse 38 le tsa tlhapi tse 6 ho feta tsa kgoho. Dylan o rekile disoseje tse kae ka palo?	82	[TextBlock(text='82', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDylan o ne a hloka disoseje tsa kgoho le tsa tlhapi hore a etse dibanse tsa disoseje moketeng. O rekile disoseje tsa dikgoho tse 38 le tsa tlhapi tse 6 ho feta tsa kgoho. Dylan o rekile disoseje tse kae ka palo?\n'}]}]
Kamora ho ya sekolong se setjha, Amy o ile a ba le metswalle e 20 ho feta ya Lily. Ha Lily bile le metswalle e 50, Lily le Amy ba na le metswalle e mekae mmoho?	120	[TextBlock(text='70', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKamora ho ya sekolong se setjha, Amy o ile a ba le metswalle e 20 ho feta ya Lily. Ha Lily bile le metswalle e 50, Lily le Amy ba na le metswalle e mekae mmoho?\n'}]}]
Mme wa Well o rekisa mahapu, di-pepper, le dilamunu lebenkeleng la motseng. Lehapu le bitsa theko e fetang pepper hararo. Lamunu e bitsa theko e ka tlase ha 5 ho ya lehapu. Dillon o ronngwe lebenkeleng ho ya reka mahapu a 4, di-pepper tse 20, le dilamunu tse 10. O tla sebedisa bokae kaofela ha e le hore pepper e le nngwe ke R15?	880	[TextBlock(text='345', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMme wa Well o rekisa mahapu, di-pepper, le dilamunu lebenkeleng la motseng. Lehapu le bitsa theko e fetang pepper hararo. Lamunu e bitsa theko e ka tlase ha 5 ho ya lehapu. Dillon o ronngwe lebenkeleng ho ya reka mahapu a 4, di-pepper tse 20, le dilamunu tse 10. O tla sebedisa bokae kaofela ha e le hore pepper e le nngwe ke R15?\n'}]}]
Sepetlele se nka batho ba 500 ka letsatsi. Mokodi ka moo o bonwa metsotso e 24. Dingaka di lefisa sepetlele R150 ka hora, mme sepetlele se lefisa bakudi R200 ka hora. Sepetlele se etsa phaello e kae?  	10000	[TextBlock(text='60000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSepetlele se nka batho ba 500 ka letsatsi. Mokodi ka moo o bonwa metsotso e 24. Dingaka di lefisa sepetlele R150 ka hora, mme sepetlele se lefisa bakudi R200 ka hora. Sepetlele se etsa phaello e kae?  \n'}]}]
Nissa o hira basebetsi ba 60 ba tla iketsa di-elve lebenkeleng la hae motsaneng wa Santa. Karolo ya boraro ya di-elve ba tlohela mosebetsi kamora hore bana ba ba hlatsetse, ebe di-elve tse setseng tse 10 di tlohela mosebetsi kamora hore bana ba rahe momong. Ho setse di-elve tse kae?	30	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nNissa o hira basebetsi ba 60 ba tla iketsa di-elve lebenkeleng la hae motsaneng wa Santa. Karolo ya boraro ya di-elve ba tlohela mosebetsi kamora hore bana ba ba hlatsetse, ebe di-elve tse setseng tse 10 di tlohela mosebetsi kamora hore bana ba rahe momong. Ho setse di-elve tse kae?\n'}]}]
Ditshenyehelo tsa Joseph tsa Motsheanong e ne e le R500. Ka Phupjane, ditshenyehelo di theohile ka R60. Ditshenyehelo tsa hae e ne e le bokae dikgweding tseo tse pedi?	940	[TextBlock(text='940', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDitshenyehelo tsa Joseph tsa Motsheanong e ne e le R500. Ka Phupjane, ditshenyehelo di theohile ka R60. Ditshenyehelo tsa hae e ne e le bokae dikgweding tseo tse pedi?\n'}]}]
Pam le Fred ba ile moketeng. Pam o ile a palama roller coaster makgetlo a 2, ha Fred a e palame makgetlo a 4. Kamora moo, bobedi ba bona ba nka qeto ya ho palama luge makgetlo a 2. Ha ho palangwa ka tekete ya R6, ba sebedisitse ditekete tse kae letsatsing leo?	60	[TextBlock(text='60', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPam le Fred ba ile moketeng. Pam o ile a palama roller coaster makgetlo a 2, ha Fred a e palame makgetlo a 4. Kamora moo, bobedi ba bona ba nka qeto ya ho palama luge makgetlo a 2. Ha ho palangwa ka tekete ya R6, ba sebedisitse ditekete tse kae letsatsing leo?\n'}]}]
Ka Mantaha, Walt o ile a tsamaya dimaele tse 4. Ka Labobedi, o tsamaile dimaile tse fetang tsa Mantaha ka makgetlo a 6. Dimaele tse a di tsamaileng ho tloha Mantaha ho ya Laboraro di entse 41. O tsamaile dimaele tse kae ka Laboraro?	13	[TextBlock(text='17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKa Mantaha, Walt o ile a tsamaya dimaele tse 4. Ka Labobedi, o tsamaile dimaile tse fetang tsa Mantaha ka makgetlo a 6. Dimaele tse a di tsamaileng ho tloha Mantaha ho ya Laboraro di entse 41. O tsamaile dimaele tse kae ka Laboraro?\n'}]}]
Tom o hlatswa koloi ha 4 ka kgwedi. Ha ho hlatswa koloi ho bitsa R15, o lefa bokae ka selemo?	720	[TextBlock(text='720', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTom o hlatswa koloi ha 4 ka kgwedi. Ha ho hlatswa koloi ho bitsa R15, o lefa bokae ka selemo?\n'}]}]
Bobby, motswalle wa Brian, o na le di-video game tse ka tlase ho makgetlo a 5 ho tsa Brian. Ha Brian a na le di-video game tse 20 ebe o lahlehelwa ke 5 pele ho papiso, Bobby o na le tse kae?	40	[TextBlock(text='10', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBobby, motswalle wa Brian, o na le di-video game tse ka tlase ho makgetlo a 5 ho tsa Brian. Ha Brian a na le di-video game tse 20 ebe o lahlehelwa ke 5 pele ho papiso, Bobby o na le tse kae?\n'}]}]
Ho setse di-unicorn tse 27 lefatsheng. Bonngwe borarong ba tsona bo Scottish Highlands. Bobedi borarong ba tsona ke tse tshehadi. Di-schottish unicorn tse tshehadi di kae?	6	[TextBlock(text='6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHo setse di-unicorn tse 27 lefatsheng. Bonngwe borarong ba tsona bo Scottish Highlands. Bobedi borarong ba tsona ke tse tshehadi. Di-schottish unicorn tse tshehadi di kae?\n'}]}]
Rory o reka di-sub tse 2 ka R7.50 e le nngwe, mekotla e 2 ya di-chips ka R1.50 o le mong, le dikuku tse 2 ka R1 e le nngwe mme di iswa ho yena. Ho na le tefisa ya ho isa dintho ho yena ya 20% e kenyang ho he lefswa mme o batla ho fana ka mpho ya R5. Tjhelete ya ho isa dintho ho yena ke bokae?	29	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRory o reka di-sub tse 2 ka R7.50 e le nngwe, mekotla e 2 ya di-chips ka R1.50 o le mong, le dikuku tse 2 ka R1 e le nngwe mme di iswa ho yena. Ho na le tefisa ya ho isa dintho ho yena ya 20% e kenyang ho he lefswa mme o batla ho fana ka mpho ya R5. Tjhelete ya ho isa dintho ho yena ke bokae?\n'}]}]
Mark o ngotse teko maobane ya dipotso tse 75. O qetile teko ka sekgahla sa dipotso tse 5 ka hora. Kajeno o ngotse teko e nngwe ya dipotso tse 100 ka sona sekgahla seo. Ha Mark a ne a e na le dihora tse 8 ho qeta teko ya pele, le dihora tse 6 ho qeta teko ya bobedi, o tlohetse dipotso tse kae a sa di araba?	105	[TextBlock(text='27', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMark o ngotse teko maobane ya dipotso tse 75. O qetile teko ka sekgahla sa dipotso tse 5 ka hora. Kajeno o ngotse teko e nngwe ya dipotso tse 100 ka sona sekgahla seo. Ha Mark a ne a e na le dihora tse 8 ho qeta teko ya pele, le dihora tse 6 ho qeta teko ya bobedi, o tlohetse dipotso tse kae a sa di araba?\n'}]}]
Motjhining wa dipompong, di-gumball tse pinki di ngata ho feta tse bolou ka palo ya 22. Haeba ho na le di-gumball tse 12, tse pinki di kae ka palo?	70	[TextBlock(text='17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMotjhining wa dipompong, di-gumball tse pinki di ngata ho feta tse bolou ka palo ya 22. Haeba ho na le di-gumball tse 12, tse pinki di kae ka palo?\n'}]}]
Dikoloing kaofela tse 20 tse hiriswang, 12 ya tsona ke tsa automatic, 4 ke tsa manual, mme tse ding ke tsa semi-automatic. Tsa semi-automatic di etsa diphesente tse kae? 	20	[TextBlock(text='20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDikoloing kaofela tse 20 tse hiriswang, 12 ya tsona ke tsa automatic, 4 ke tsa manual, mme tse ding ke tsa semi-automatic. Tsa semi-automatic di etsa diphesente tse kae? \n'}]}]
Ho na le dinotsi tse 700 mokoting wa tsona. Dinotsi tse sebetsang di nagata habedi ho feta dinotsi tse nyane, mme dinotsi tse nyane di ngata habedi ho feta dinotsi tsa mafumahadi. Dinotsi tse sebetsang di kae?	400	[TextBlock(text='560', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHo na le dinotsi tse 700 mokoting wa tsona. Dinotsi tse sebetsang di nagata habedi ho feta dinotsi tse nyane, mme dinotsi tse nyane di ngata habedi ho feta dinotsi tsa mafumahadi. Dinotsi tse sebetsang di kae?\n'}]}]
Jordan o bapala di-video game dihora tse 2 ka letsatsi. O na le mosebetsi wa nakwana moo a kgolang R10 ka hora. Jordan a ka kgola bokae ka beke ha a ne a ka sebetsa ho ena le ho bapala video game? 	140	[TextBlock(text='140', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJordan o bapala di-video game dihora tse 2 ka letsatsi. O na le mosebetsi wa nakwana moo a kgolang R10 ka hora. Jordan a ka kgola bokae ka beke ha a ne a ka sebetsa ho ena le ho bapala video game? \n'}]}]
John o reka lebese ka R2, mahe ka R3, mabone ka R3, dikopi ka R3, le ditshwasi tsa maphele ka R4. Haeba ho na le lekgetho la 10% dinthong tse sa jeweng, dintho kaofela di bitsitse bokae?	16	[TextBlock(text='15', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn o reka lebese ka R2, mahe ka R3, mabone ka R3, dikopi ka R3, le ditshwasi tsa maphele ka R4. Haeba ho na le lekgetho la 10% dinthong tse sa jeweng, dintho kaofela di bitsitse bokae?\n'}]}]
Kim o qadile kgwebo ya hae ya ho hlwekisa matlo mme o kopanya phaello eo a tla e etsa ho tswa ho bareki ba hae. O se a na le bareki ba 3, empa o na le bareki ba 5 a ntseng a bua le bona mme o na le bonnete ba hore a ka ba kenya dipalong tsa hae. Ntlo ya moreki e mong le e mong e tla hloka dibotlolo tse 2 tsa bleach le pakete ya masele hore e hlwekiswe. Dibotlolo tsa bleach di tla bitsa R2 ka nngwe mme dipakete tsa masela di ka bitsa R5 ka nngwe. Tsena ke ditjeo tseo a nang le tsona. O fumana hore ka beke o tla etsa R92. Phaello ke phapang pakeng tsa lekeno la hae le ditjeo, jwale Lucas o tla etsa phaello e kae ka beke? 	20	[TextBlock(text='48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKim o qadile kgwebo ya hae ya ho hlwekisa matlo mme o kopanya phaello eo a tla e etsa ho tswa ho bareki ba hae. O se a na le bareki ba 3, empa o na le bareki ba 5 a ntseng a bua le bona mme o na le bonnete ba hore a ka ba kenya dipalong tsa hae. Ntlo ya moreki e mong le e mong e tla hloka dibotlolo tse 2 tsa bleach le pakete ya masele hore e hlwekiswe. Dibotlolo tsa bleach di tla bitsa R2 ka nngwe mme dipakete tsa masela di ka bitsa R5 ka nngwe. Tsena ke ditjeo tseo a nang le tsona. O fumana hore ka beke o tla etsa R92. Phaello ke phapang pakeng tsa lekeno la hae le ditjeo, jwale Lucas o tla etsa phaello e kae ka beke? \n'}]}]
John o na le dihekthara tse 10 tsa serapa sa dipenapole. Ho na le dipenapole tse 100 hekthara ka nngwe. John a ka lema dipenapole tsa hae kamora dikgwedi tse ding le tse ding tse 3. John a ka lema dipenapole tse kae ka selemo?	4000	[TextBlock(text='4000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn o na le dihekthara tse 10 tsa serapa sa dipenapole. Ho na le dipenapole tse 100 hekthara ka nngwe. John a ka lema dipenapole tsa hae kamora dikgwedi tse ding le tse ding tse 3. John a ka lema dipenapole tse kae ka selemo?\n'}]}]
Johny o phutha dibapadiswa tsa hae fatshe kamoreng ya hae. O qhadile lebokose la lego le nang le dikotwana tse 500 fatshe, le le leng le nang le dikotwana tse fetang tseo ha 3, le le leng le nang le tse 1/4. John o tlo phutha dikotwana tsa lego tse kae kaofela?	2,125	[TextBlock(text='1375', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohny o phutha dibapadiswa tsa hae fatshe kamoreng ya hae. O qhadile lebokose la lego le nang le dikotwana tse 500 fatshe, le le leng le nang le dikotwana tse fetang tseo ha 3, le le leng le nang le tse 1/4. John o tlo phutha dikotwana tsa lego tse kae kaofela?\n'}]}]
Debra o lekola mokoti wa dinotsi ho bona hore ho kena le ho tswa dinotsi tse kae ka letsatsi. O bona dinotsi tse 30 di tswa mokoting wa tsona dihoreng tsa pele tse 6, mme o bona 1/2 ya tseo di kgutla kamora dihora tse 6. O bona palo e eketsehileng ho feta ya pele e tswa kamora dihora tse 6. Notsi e nngwe le e nngwe e tswileng pele ho moo e neng e so kgutle e kgutlela mokoting kamora dihora tse 6. Debra o bone dinotsi tse kae di kgutlela mokoting kamora dihora tse 6 letsatsing?  	75	[TextBlock(text='45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDebra o lekola mokoti wa dinotsi ho bona hore ho kena le ho tswa dinotsi tse kae ka letsatsi. O bona dinotsi tse 30 di tswa mokoting wa tsona dihoreng tsa pele tse 6, mme o bona 1/2 ya tseo di kgutla kamora dihora tse 6. O bona palo e eketsehileng ho feta ya pele e tswa kamora dihora tse 6. Notsi e nngwe le e nngwe e tswileng pele ho moo e neng e so kgutle e kgutlela mokoting kamora dihora tse 6. Debra o bone dinotsi tse kae di kgutlela mokoting kamora dihora tse 6 letsatsing?  \n'}]}]
Brittany le mme wa hae ba ya musiamo. Ditshenyehelo tsa ho kena ke R12 bakeng sa batho ba baholo le R10 bakeng sa bana. Mme wa Brittany o fa cashier tjhelete ya tikete ya ngwana a le 1 le motho a moholo a 1. Ha a thola tjhentjhe ya R8, o file cashier bokae?	30	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBrittany le mme wa hae ba ya musiamo. Ditshenyehelo tsa ho kena ke R12 bakeng sa batho ba baholo le R10 bakeng sa bana. Mme wa Brittany o fa cashier tjhelete ya tikete ya ngwana a le 1 le motho a moholo a 1. Ha a thola tjhentjhe ya R8, o file cashier bokae?\n'}]}]
Metswalle ya Charlie ya Facebook e feta ya Dorothy hararo. Ya James e feta ya Dorothy ha nne. Haeba Charlie o na le metswalle e 12 Facebook, James o na le metswalle e mekae Facebook?	16	[TextBlock(text='48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMetswalle ya Charlie ya Facebook e feta ya Dorothy hararo. Ya James e feta ya Dorothy ha nne. Haeba Charlie o na le metswalle e 12 Facebook, James o na le metswalle e mekae Facebook?\n'}]}]
