question	answer	prompt	gpt_4	verbalized
Nissa aha akazi abakozi 60 bibihe kugirango bakine elve mu iduka rye ryumudugudu wa Santa. Kimwe cya gatatu cya elve cyaretse akazi nyuma yuko abana babarutseho, hanyuma 10 muri elve basigaye baregura nyuma yuko abana babateye imigeri kumirundi . Hasigaye elve bangahe?	30	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNissa aha akazi abakozi 60 bibihe kugirango bakine elve mu iduka rye ryumudugudu wa Santa. Kimwe cya gatatu cya elve cyaretse akazi nyuma yuko abana babarutseho, hanyuma 10 muri elve basigaye baregura nyuma yuko abana babateye imigeri kumirundi . Hasigaye elve bangahe?\n'}]	40	40
"Amafaranga Yozefu yakoresheje muri Gicurasi yari $500. Muri kamena, amafaranga yakoresheje yarimake kurushaho na $60. Yakoresheje amafaranga angahe muri ayo mezi abiri?
"	940	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAmafaranga Yozefu yakoresheje muri Gicurasi yari $500. Muri kamena, amafaranga yakoresheje yarimake kurushaho na $60. Yakoresheje amafaranga angahe muri ayo mezi abiri?\n\n'}]	940	940
Pam na Fred bagiye muri karnivali. Pam yatwaye igare inshuro 2 mugihe Fred yaritwaye inshuro 4. Nyuma yibyo, buriwese yahisemo gutwara igishoro inshuro 2. Niba buri rugendo rwaratwaye amatike 6, ni amatike angahe bakoresheje uwo munsi?	60	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nPam na Fred bagiye muri karnivali. Pam yatwaye igare inshuro 2 mugihe Fred yaritwaye inshuro 4. Nyuma yibyo, buriwese yahisemo gutwara igishoro inshuro 2. Niba buri rugendo rwaratwaye amatike 6, ni amatike angahe bakoresheje uwo munsi?\n'}]	60	60
"Ku wa mbere, Walt yakoze urugendo rwibirometero 4. Ku wa kabiri, yakoze urugendo rwibirometero inshyuro 6 urwo yagenze ku wa mbere. Ibirometero bye byose kuva kuwa mbere kugeza kuwa gatatu byari kilometero 41. Yagenze ibirometero bingahe ku wa gatatu?
"	13	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKu wa mbere, Walt yakoze urugendo rwibirometero 4. Ku wa kabiri, yakoze urugendo rwibirometero inshyuro 6 urwo yagenze ku wa mbere. Ibirometero bye byose kuva kuwa mbere kugeza kuwa gatatu byari kilometero 41. Yagenze ibirometero bingahe ku wa gatatu?\n\n'}]	27	27
"Tom yogeshesha imodoka kane buri kwezi.  Niba kwoza imodoka rimwe ari $15 yishyura angahe mumwaka?
"	720	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTom yogeshesha imodoka kane buri kwezi.  Niba kwoza imodoka rimwe ari $15 yishyura angahe mumwaka?\n\n'}]	720	720
Inshuti ya Brian Bobby afite imikino ya videwo 5 itarenze inshuro 3 imikino ya videwo nkuzo Brian afite.  Niba Brian afite imikino 20 ya videwo ariko yatakaje 5 mbere yuko igereranya rikorwa, Bobby afite zingahe?	40	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nInshuti ya Brian Bobby afite imikino ya videwo 5 itarenze inshuro 3 imikino ya videwo nkuzo Brian afite.  Niba Brian afite imikino 20 ya videwo ariko yatakaje 5 mbere yuko igereranya rikorwa, Bobby afite zingahe?\n'}]	15	15
Hasigaye unicorn 27 kwisi.  Kimwe cya gatatu cyazo cyiri mumisozi ya Scottish.  Bibiri bya gatatu bya Scottish unicorn ni igitsina gore.Hari Scottish unicorn zigitsina gore zingahe?	6	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nHasigaye unicorn 27 kwisi.  Kimwe cya gatatu cyazo cyiri mumisozi ya Scottish.  Bibiri bya gatatu bya Scottish unicorn ni igitsina gore.Hari Scottish unicorn zigitsina gore zingahe?\n'}]	6	6
Rory yatumije subs 2 kuri $7.50 buri imwe, udupaki 2 twifiriti kuri $1.50 buri kamwe na kuki 2 kuri $1.00 buri imwe byo gutangwa.  Hariho amafaranga 20% yo gutanga yongewe kuri cheque kandi arashaka kongeraho ishimwe rya $5.00. Ni angahe azishyura murirusange?	29	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRory yatumije subs 2 kuri $7.50 buri imwe, udupaki 2 twifiriti kuri $1.50 buri kamwe na kuki 2 kuri $1.00 buri imwe byo gutangwa.  Hariho amafaranga 20% yo gutanga yongewe kuri cheque kandi arashaka kongeraho ishimwe rya $5.00. Ni angahe azishyura murirusange?\n'}]	39	39
Mark yakoze ikizamini ejo cyari kigizwe nibibazo 75. Yarangije ikizamini ku gipimo cyibibazo 5 mu isaha. Uyu munsi, yakoze ikindi kizamini cyibibazo 100 kurwego rumwe. Niba Mark yari afite amasaha 8 yo kurangiza ikizamini cya mbere namasaha 6 kugirango arangize icya kabiri, nibibazo bingahe yasize bituzujwe?	105	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMark yakoze ikizamini ejo cyari kigizwe nibibazo 75. Yarangije ikizamini ku gipimo cyibibazo 5 mu isaha. Uyu munsi, yakoze ikindi kizamini cyibibazo 100 kurwego rumwe. Niba Mark yari afite amasaha 8 yo kurangiza ikizamini cya mbere namasaha 6 kugirango arangize icya kabiri, nibibazo bingahe yasize bituzujwe?\n'}]	20	20
"Muri mashini ya bombo, hari inshuro zirenga 22 inshuro zirenga enye umubare wa gumballs zumweru wimbogamizi nkuko hariho gumballs zubururu. Niba hari gumballs 12 zubururu ,hari zingahe zumweru wimbogamizi?
"	70	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMuri mashini ya bombo, hari inshuro zirenga 22 inshuro zirenga enye umubare wa gumballs zumweru wimbogamizi nkuko hariho gumballs zubururu. Niba hari gumballs 12 zubururu ,hari zingahe zumweru wimbogamizi?\n\n'}]	108	108
Mu modoka 20 ziboneka zo gukodeshwa, 12 ni otomatike , 4 ni imodoka zikoreshwa nintoki, naho izindi ni  semi-automatike. Ni irihe ijanisha ryimodoka ziri semi-otomatike?	20	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMu modoka 20 ziboneka zo gukodeshwa, 12 ni otomatike , 4 ni imodoka zikoreshwa nintoki, naho izindi ni  semi-automatike. Ni irihe ijanisha ryimodoka ziri semi-otomatike?\n'}]	20%	20
Hariho inzuki 700 mu umutiba winzuki. Hariho inzuki zikora zikubye kabiri inzuki zabana, kandi hariho abana bakubye kabiri abamikazi.Hari inzuki zabakozi zingahe?	400	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nHariho inzuki 700 mu umutiba winzuki. Hariho inzuki zikora zikubye kabiri inzuki zabana, kandi hariho abana bakubye kabiri abamikazi.Hari inzuki zabakozi zingahe?\n'}]	1400	1400
Jordan akina imikino ya videwo amasaha 2 buri munsi. Afite kandi akazi kigihe gito aho yinjiza $10 mu isaha. Ni amafaranga angahe Jordan yakwinjiza mucyumweru kimwe aramutse akoresheje igihe cye cyo gukina videwo mugukora ahubwo?	140	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJordan akina imikino ya videwo amasaha 2 buri munsi. Afite kandi akazi kigihe gito aho yinjiza $10 mu isaha. Ni amafaranga angahe Jordan yakwinjiza mucyumweru kimwe aramutse akoresheje igihe cye cyo gukina videwo mugukora ahubwo?\n'}]	140	140
John aguze amata kumadorari 2, amagi kumadorari 3, amatara kumadorari 3, ibikombe kumadorari 3, nimitego yinyenzi kumadorari 4.  Niba hari umusoro wa 10% kubintu byose bitari ibiribwa byose byatwaye angahe icyarimwe.	16	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohn aguze amata kumadorari 2, amagi kumadorari 3, amatara kumadorari 3, ibikombe kumadorari 3, nimitego yinyenzi kumadorari 4.  Niba hari umusoro wa 10% kubintu byose bitari ibiribwa byose byatwaye angahe icyarimwe.\n'}]	32	32
Kim yatangiye ubucuruzi bwe bwo mu rugo kandi abara inyungu azunguka kubakiriya be. Afite abakiriya 3, ariko arimo avugana nabandi bakiriya 5 bashobora kumva afite ikizere gihagije cyo kubashyira mubiharuro bye. Buri mukiriya murugo azakenera amacupa 2 yamazi ya javeri hamwe nipaki yimyenda kugirango asukure. Amacupa yamazi ya javeri azagura $2 buri rimwe kandi udupaki twimyenda tuzagura $5 buri kamwe. Aya niyo mafaranga azakoresha gusa. Abara ko amafaranga azinjiza buri cyumweru azaba ari $92. Inyungu ni itandukaniro riri hagati yayo yinjiza yose hamwe nayo akoresha, none ninyungu zangahe, mumadolari, Lucas azinjiza buri cyumweru?	20	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKim yatangiye ubucuruzi bwe bwo mu rugo kandi abara inyungu azunguka kubakiriya be. Afite abakiriya 3, ariko arimo avugana nabandi bakiriya 5 bashobora kumva afite ikizere gihagije cyo kubashyira mubiharuro bye. Buri mukiriya murugo azakenera amacupa 2 yamazi ya javeri hamwe nipaki yimyenda kugirango asukure. Amacupa yamazi ya javeri azagura $2 buri rimwe kandi udupaki twimyenda tuzagura $5 buri kamwe. Aya niyo mafaranga azakoresha gusa. Abara ko amafaranga azinjiza buri cyumweru azaba ari $92. Inyungu ni itandukaniro riri hagati yayo yinjiza yose hamwe nayo akoresha, none ninyungu zangahe, mumadolari, Lucas azinjiza buri cyumweru?\n'}]	42	42
John afite hegitari 10 zumurima winanasi. Kuri buri hegitari hari inanasi 100. John ashobora gusarura inanasi buri amezi 3. Ninanasi zingahe John ashobora gusarura mugihe cyumwaka?	4000	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohn afite hegitari 10 zumurima winanasi. Kuri buri hegitari hari inanasi 100. John ashobora gusarura inanasi buri amezi 3. Ninanasi zingahe John ashobora gusarura mugihe cyumwaka?\n'}]	4000	4000
Johnny arimo guterura ibikinisho mucyumba cye hasi.  Yariyajugunye isanduku rya lego harimo ibice 500 hasi, nindi yari ifite inshyuro 3 kurenza irimo ibice 500, indi ifite 1/4 mumubare wibice byose.  Johnny yagira ibice bingahe aramutse afashe legos zose?	2,125	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohnny arimo guterura ibikinisho mucyumba cye hasi.  Yariyajugunye isanduku rya lego harimo ibice 500 hasi, nindi yari ifite inshyuro 3 kurenza irimo ibice 500, indi ifite 1/4 mumubare wibice byose.  Johnny yagira ibice bingahe aramutse afashe legos zose?\n'}]	3500	3500
Debra arimo gukurikirana inzu yinzuki kugirango arebe umubare winzuki ziza zikagenda kumunsi.Yabonye inzuki 30 ziva mu mutiba mu masaha 6 yambere, hanyuma abona 1/2 cyinzuki zarizasohotse zigaruka mumasaha 6 akurikira.Abona inzuki inshuro ebyiri nkizo yariyabonye mbere ziva mu mutiba zikagenda mu masaha 6 akurikira.Noneho inzuki zose zarizagiye mbere zitaragaruka zimaze gusubira mu mutiba mu masaha 6 akurikira.Ninzuki zingahe Debra yabonye zisubira mu mutiba mu masaha 6 yanyuma yumunsi?	75	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDebra arimo gukurikirana inzu yinzuki kugirango arebe umubare winzuki ziza zikagenda kumunsi.Yabonye inzuki 30 ziva mu mutiba mu masaha 6 yambere, hanyuma abona 1/2 cyinzuki zarizasohotse zigaruka mumasaha 6 akurikira.Abona inzuki inshuro ebyiri nkizo yariyabonye mbere ziva mu mutiba zikagenda mu masaha 6 akurikira.Noneho inzuki zose zarizagiye mbere zitaragaruka zimaze gusubira mu mutiba mu masaha 6 akurikira.Ninzuki zingahe Debra yabonye zisubira mu mutiba mu masaha 6 yanyuma yumunsi?\n'}]	45	45
Brittany na nyina bajyiye munzu ndangamurage.Igiciro cyo kwinjira ni $12 kubantu bakuru na $10 kubana. Mama wa Brittany aha umucungamari amafaranga yitike yumwana 1 na tike 1 yumuntu mukuru. Niba yarasubijwe $8, namafaranga angahe, mumadolari, yahaye umucungamari?	30	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBrittany na nyina bajyiye munzu ndangamurage.Igiciro cyo kwinjira ni $12 kubantu bakuru na $10 kubana. Mama wa Brittany aha umucungamari amafaranga yitike yumwana 1 na tike 1 yumuntu mukuru. Niba yarasubijwe $8, namafaranga angahe, mumadolari, yahaye umucungamari?\n'}]	32	32
Charlie afite inshuti inshyuro eshatu za Facebook nka Dorothy. James afite inshuti inshyuro enye kuri Facebook nka Dorothy. Niba Charlie afite inshuti 12 kuri Facebook, ninshuti zingahe za Facebook James afite?	16	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCharlie afite inshuti inshyuro eshatu za Facebook nka Dorothy. James afite inshuti inshyuro enye kuri Facebook nka Dorothy. Niba Charlie afite inshuti 12 kuri Facebook, ninshuti zingahe za Facebook James afite?\n'}]	48	48
Steve na Tim bahisemo kureba ninde ushobora gutaha yihuse bavuye kwishuri. Steve atuye kure ya Tim, bityo yemerewe gutwara igare rye. Steve atuye ibirometero 3 uvuye kwishuri kandi ashobora gutwara igare kuri metero 440 kumunota. Tim atuye ku bilometero 2 uvuye kwishuri.Niba Tim ashobora gutwara skateboard kuri metero 264 kumunota, uwatsinze azategereza igihe kingana iki murugo rwabo mbere yuko uwatsinzwe arangiza isiganwa?	4	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSteve na Tim bahisemo kureba ninde ushobora gutaha yihuse bavuye kwishuri. Steve atuye kure ya Tim, bityo yemerewe gutwara igare rye. Steve atuye ibirometero 3 uvuye kwishuri kandi ashobora gutwara igare kuri metero 440 kumunota. Tim atuye ku bilometero 2 uvuye kwishuri.Niba Tim ashobora gutwara skateboard kuri metero 264 kumunota, uwatsinze azategereza igihe kingana iki murugo rwabo mbere yuko uwatsinzwe arangiza isiganwa?\n'}]	4	4
Shawnda yahisemo ko abana babaturanyi bashobora gukoresha  serivisi zo kuzamura igare. Yahisemo ko inzira nziza yo kwishyuza ari ipine. Buri ipine rigura amafaranga 25 kugirango rizamuke.Ku munsi wa mbere, abantu 5 bari ku magare baraje kugira ngo amapine yombi azamurwe. Abantu 3 baje kugirango amapine yabo yose ya trikipiki azamurwe.Hanyuma, umuntu umwe yaje rwose ku igare. Uwo munsi yinjije amadorari angahe?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nShawnda yahisemo ko abana babaturanyi bashobora gukoresha  serivisi zo kuzamura igare. Yahisemo ko inzira nziza yo kwishyuza ari ipine. Buri ipine rigura amafaranga 25 kugirango rizamuke.Ku munsi wa mbere, abantu 5 bari ku magare baraje kugira ngo amapine yombi azamurwe. Abantu 3 baje kugirango amapine yabo yose ya trikipiki azamurwe.Hanyuma, umuntu umwe yaje rwose ku igare. Uwo munsi yinjije amadorari angahe?\n'}]	130	130
Carl agura paki icumi za kuki. Buri paki ya kuki ifite kuki esheshatu mwimbere. Buri kuki igura $0.10. Ni angahe Carl bamusubije niba yarishyuye fagitire ya $10?	4	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCarl agura paki icumi za kuki. Buri paki ya kuki ifite kuki esheshatu mwimbere. Buri kuki igura $0.10. Ni angahe Carl bamusubije niba yarishyuye fagitire ya $10?\n'}]	$4	4
Dave yaguze ipaki nini yamafiriti yubufaransa arya icumi nenye mbere yuko inyoni ishonje yibye ipaki mumabokoye.Igihe inyoni yamanutse,yafashe kimwe cya kabiri cyifiriti zigifaransa Dave yari yariye.Hanyuma inuma eshatu ziramutoteza kure yibiryo,kandi inuma yose yariye ifiriti eshatu.Nyuma, marcoun yibye ebyiri kuri eshatu zamafiriti yarasigaye.Ibimonyo byatwaye ifiriti zanyuma yubufaransa,hasigara eshanu zanyuma.Hari harimo amafiriti yubufaransa angahe mupaki mugihe Dave yayiguze?	48	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDave yaguze ipaki nini yamafiriti yubufaransa arya icumi nenye mbere yuko inyoni ishonje yibye ipaki mumabokoye.Igihe inyoni yamanutse,yafashe kimwe cya kabiri cyifiriti zigifaransa Dave yari yariye.Hanyuma inuma eshatu ziramutoteza kure yibiryo,kandi inuma yose yariye ifiriti eshatu.Nyuma, marcoun yibye ebyiri kuri eshatu zamafiriti yarasigaye.Ibimonyo byatwaye ifiriti zanyuma yubufaransa,hasigara eshanu zanyuma.Hari harimo amafiriti yubufaransa angahe mupaki mugihe Dave yayiguze?\n'}]	34	34
Kuwa mbere, kuwa gatatu, no kuwa gatanu, umunyeshuri wa kaminuza Kimo afite amasomo atatu yaburi saha 1 buri munsi.  Kuwa kabiri no kuwakane,afite amasomo abiri yamasaha 2 abiri buri munsi.Mu gihembwe kimwe, hari ibyumweru 16 byishuri.  Mugihembwe kimwe,Kimo amara amasaha angahe yitabira amasomo?	272	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKuwa mbere, kuwa gatatu, no kuwa gatanu, umunyeshuri wa kaminuza Kimo afite amasomo atatu yaburi saha 1 buri munsi.  Kuwa kabiri no kuwakane,afite amasomo abiri yamasaha 2 abiri buri munsi.Mu gihembwe kimwe, hari ibyumweru 16 byishuri.  Mugihembwe kimwe,Kimo amara amasaha angahe yitabira amasomo?\n'}]	192	192
Bill ateka imizingo 300, shokora ya croissants 120, na baguettes 60 buri munsi. Buri muzingo ufite uburebure bwa santimetero 4, buri croissant ifite uburebure bwa santimetero 6,kandi buri baguette ifite uburebure bwa metero ebyiri.Niba Bill ashyize ibicuruzwa byose bitetse hamwe, bizamara igihe kingana iki bimezeneze?	280	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBill ateka imizingo 300, shokora ya croissants 120, na baguettes 60 buri munsi. Buri muzingo ufite uburebure bwa santimetero 4, buri croissant ifite uburebure bwa santimetero 6,kandi buri baguette ifite uburebure bwa metero ebyiri.Niba Bill ashyize ibicuruzwa byose bitetse hamwe, bizamara igihe kingana iki bimezeneze?\n'}]	5480	5480
Umuzamu agaburira inguge zose muri pariki.Ahamagaza ibitoki byose mumirima yegereye buri mezi 2. Niba inkende zikeneye ibitoki 200, ingagi zikenera ibitoki 400, kandi inguge zikenera ibitoki 100 buri kwezi, nibitoki bingahe akeneye kugira ngo bimare amezi 2?	1400	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmuzamu agaburira inguge zose muri pariki.Ahamagaza ibitoki byose mumirima yegereye buri mezi 2. Niba inkende zikeneye ibitoki 200, ingagi zikenera ibitoki 400, kandi inguge zikenera ibitoki 100 buri kwezi, nibitoki bingahe akeneye kugira ngo bimare amezi 2?\n'}]	1400	1400
Blake na Kelly bafite amarushanwa yo kureba uwashobora kwiruka cyane muminota 15.Bahisemo kubikora mukibuga cyumupira gifite metero 100 zuburebure.Blake yirutse inshuro 15. Kelly yiruka inshyuro imwe,hanyuma ahitamo ko adashaka kwiruka iruhande rwa Blake,nuko atangira kwiruka kumurongo wa metero 40 agenda agaruka.Ibi yabikoze inshuro 34.Hangana gute aho uwatsinze yiruka kurusha uwatsinzwe?	80	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBlake na Kelly bafite amarushanwa yo kureba uwashobora kwiruka cyane muminota 15.Bahisemo kubikora mukibuga cyumupira gifite metero 100 zuburebure.Blake yirutse inshuro 15. Kelly yiruka inshyuro imwe,hanyuma ahitamo ko adashaka kwiruka iruhande rwa Blake,nuko atangira kwiruka kumurongo wa metero 40 agenda agaruka.Ibi yabikoze inshuro 34.Hangana gute aho uwatsinze yiruka kurusha uwatsinzwe?\n'}]	4600	4600
Raphael yagiye kugura ibikoresho byishuri.Yaguze amakaramu 4 agura $1.5 buri umwe,amakayi 2 agura $4 buri imwe,hamwe nuruziga rwimpapuro rugura $20.Raphael yakoresheje angahe kuri byose?	34	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRaphael yagiye kugura ibikoresho byishuri.Yaguze amakaramu 4 agura $1.5 buri umwe,amakayi 2 agura $4 buri imwe,hamwe nuruziga rwimpapuro rugura $20.Raphael yakoresheje angahe kuri byose?\n'}]	43	43
Finn yitegereza udusimba 11 twoga mu cyuzi.Mu buryo butunguranye, abona 6 muri bwo busohotse bwihishe munsi ya lili,hanyuma abona 2 muri bwo bwihishe munsi yurutare.Ni udusimba tungahe Finn ashobora kubona mu cyuzi ubu?	15	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nFinn yitegereza udusimba 11 twoga mu cyuzi.Mu buryo butunguranye, abona 6 muri bwo busohotse bwihishe munsi ya lili,hanyuma abona 2 muri bwo bwihishe munsi yurutare.Ni udusimba tungahe Finn ashobora kubona mu cyuzi ubu?\n'}]	3	3
Ikigega cyamazi gifite ubujyakuzimu bwa metero 17 kuwa mbere. Kuwa kabiri,ikigega cyari gifite andi mazi yiyongereye ya metero 7. Kuwa gatatu,ubujyakuzimu bwamazi ni bibiri bya gatatu byayararimo kuwa kabiri.Ubujyakuzimu bwamazi ni ubuhe kuwa gatatu?	16	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIkigega cyamazi gifite ubujyakuzimu bwa metero 17 kuwa mbere. Kuwa kabiri,ikigega cyari gifite andi mazi yiyongereye ya metero 7. Kuwa gatatu,ubujyakuzimu bwamazi ni bibiri bya gatatu byayararimo kuwa kabiri.Ubujyakuzimu bwamazi ni ubuhe kuwa gatatu?\n'}]	31	31
Uyu munsi Anakin na Locsin bagiye ku nkombe yamazi.Anakin yafashe amafi yinyenyeri 10,amafarashi 6 yo mu nyanja, na amafi yubwoko bwa clown3.Mugihe Locsin yafashe amafi yinyenyeri 5 kurusha Anakin, amafarashi 3 yo mu nyanja make ugereranije naya Anakin, nandi mafi ya clown 2 kurusha Anakin. Ni amafi angahe bashoboye gufata?	32	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUyu munsi Anakin na Locsin bagiye ku nkombe yamazi.Anakin yafashe amafi yinyenyeri 10,amafarashi 6 yo mu nyanja, na amafi yubwoko bwa clown3.Mugihe Locsin yafashe amafi yinyenyeri 5 kurusha Anakin, amafarashi 3 yo mu nyanja make ugereranije naya Anakin, nandi mafi ya clown 2 kurusha Anakin. Ni amafi angahe bashoboye gufata?\n'}]	49	49
Niba umufuka wa mabuye yagaciro ugura $20 kandi igiciro kikiyongera 20% byigiciro cyambere buri mezi abiri,umufuka wa mabuye ya gaciro wagura angahe nyuma yamezi 36?	92	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNiba umufuka wa mabuye yagaciro ugura $20 kandi igiciro kikiyongera 20% byigiciro cyambere buri mezi abiri,umufuka wa mabuye ya gaciro wagura angahe nyuma yamezi 36?\n'}]	26214	26214
Mucyumba, hari ibikinisho bitandukanye: imodoka 5 zitukura, imibare 3 yibikorwa, nigipupe.Igipupe kigura nka 3 imibare yibikorwa hamwe nimodoka imwe itukura igura $4.Ibikinisho byose byaguze angahe,niba imibare yibikorwa igura $5?	50	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMucyumba, hari ibikinisho bitandukanye: imodoka 5 zitukura, imibare 3 yibikorwa, nigipupe.Igipupe kigura nka 3 imibare yibikorwa hamwe nimodoka imwe itukura igura $4.Ibikinisho byose byaguze angahe,niba imibare yibikorwa igura $5?\n'}]	62	62
Jackie aragerageza guhitamo kwikorera imisoro ye cyangwa gushaka umucungamari.Niba yikorera imisoro ubwe, azashobora gukora amasaha 3 make yakazi kigenga,agatakaza $35/isaha mumafaranga yo kwinjiza.Umucungamari yishyuza $90.Ni amafaranga angahe kurushaho azabona aramutse ahaye akazi umucungamari?	15	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJackie aragerageza guhitamo kwikorera imisoro ye cyangwa gushaka umucungamari.Niba yikorera imisoro ubwe, azashobora gukora amasaha 3 make yakazi kigenga,agatakaza $35/isaha mumafaranga yo kwinjiza.Umucungamari yishyuza $90.Ni amafaranga angahe kurushaho azabona aramutse ahaye akazi umucungamari?\n'}]	75	75
Kumunsi mukuru we wa mavuko wi myaka 30, Elvira yahisemo mudasobwa nshya ifite ibikoresho byinshi nkimpano. Afite bije ya €1500 yatanzwe numuryango we wose kandi atekereza ko azashobora kubika amafaranga make kugirango abone umwenda.Yagiye mububiko bwa mudasobwa ahitamo imashini igura €1090 hamwe na ekara,mwandikishoni na mouse.Afata kandi scaneri ya €157,icyuma cya CD gifite agaciro ka €74 na printer ya €102.Azasigarana amafaranga angahe yumwenda we?	77	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKumunsi mukuru we wa mavuko wi myaka 30, Elvira yahisemo mudasobwa nshya ifite ibikoresho byinshi nkimpano. Afite bije ya €1500 yatanzwe numuryango we wose kandi atekereza ko azashobora kubika amafaranga make kugirango abone umwenda.Yagiye mububiko bwa mudasobwa ahitamo imashini igura €1090 hamwe na ekara,mwandikishoni na mouse.Afata kandi scaneri ya €157,icyuma cya CD gifite agaciro ka €74 na printer ya €102.Azasigarana amafaranga angahe yumwenda we?\n'}]	77	77
Umuturanyi wa Sandra yamuhaye igitebo cyamagi 9 igihe cyose arera umukobwa wabo.Gukora flan yo muri Espagne, akeneye amagi 3.Niba Sandra yarahawe inshingano zo gukora flan 15 zo muri Espagne zo gukusanya inkunga yishuri, Sandra agomba gucunga umwana inshuro zingahe?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmuturanyi wa Sandra yamuhaye igitebo cyamagi 9 igihe cyose arera umukobwa wabo.Gukora flan yo muri Espagne, akeneye amagi 3.Niba Sandra yarahawe inshingano zo gukora flan 15 zo muri Espagne zo gukusanya inkunga yishuri, Sandra agomba gucunga umwana inshuro zingahe?\n'}]	45	45
Seth afite imyaka inshyuro ebyiri iya Brooke.Mu myaka 2, igiteranyo cyimyaka yabo kizaba 28. Seth afite imyaka ingahe?	16	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSeth afite imyaka inshyuro ebyiri iya Brooke.Mu myaka 2, igiteranyo cyimyaka yabo kizaba 28. Seth afite imyaka ingahe?\n'}]	10	10
"Jimmy afite $2 inshuro zirenga ebyiri amafaranga Ethel afite. Niba Ethal afite $8, Jimmy afite amafaranga angahe?
"	18	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJimmy afite $2 inshuro zirenga ebyiri amafaranga Ethel afite. Niba Ethal afite $8, Jimmy afite amafaranga angahe?\n\n'}]	16	16
Pancho agenda ibirometero 20 kumunsi.Usibye muri wikendi ariho agenda ibirometero 10. Agenda ibirometero bingahe mu cyumweru?	120	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nPancho agenda ibirometero 20 kumunsi.Usibye muri wikendi ariho agenda ibirometero 10. Agenda ibirometero bingahe mu cyumweru?\n'}]	130	130
Bande ririgutumiza imyenda mishya.Buri mwambaro uzana ingofero igura $25, ikoti igura inshuro eshatu agaciro kingofero, ipantaro igura impuzandengo yikiguzi cyingofero nikoti.Ni angahe buri iniforume igura?	150	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBande ririgutumiza imyenda mishya.Buri mwambaro uzana ingofero igura $25, ikoti igura inshuro eshatu agaciro kingofero, ipantaro igura impuzandengo yikiguzi cyingofero nikoti.Ni angahe buri iniforume igura?\n'}]	160	160
Jake arimo anyura munzu Ndangamurage ya Entomologiya. Abona ibitagangurirwa 80 bifite amaguru 8 buri kimwe, udukoko 90 dufite amaguru 6 buri kamwe,hamwe ninyamaswa 3 zidasanzwe za mutant zifite amaguru 10 buri imwe. Jake yabonye amaguru angahe icyarimwe?	1210	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJake arimo anyura munzu Ndangamurage ya Entomologiya. Abona ibitagangurirwa 80 bifite amaguru 8 buri kimwe, udukoko 90 dufite amaguru 6 buri kamwe,hamwe ninyamaswa 3 zidasanzwe za mutant zifite amaguru 10 buri imwe. Jake yabonye amaguru angahe icyarimwe?\n'}]	1250	1250
