question	choices	answer	subject	command_r	prompt
 Umubare w'abana bo muri Etiyopiya (bafite imyaka 8) bavuze ko bakubiswe n'abarimu mu cyumweru gishize mu mwaka wa 2009 wari ungana iki?	['18%', '38%', '58%', '78%']	B	global_facts	C)58%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Umubare w'abana bo muri Etiyopiya (bafite imyaka 8) bavuze ko bakubiswe n'abarimu mu cyumweru gishize mu mwaka wa 2009 wari ungana iki?
 A)18% B)38% C)58% D)78%"
 Kuva mu 2018, ni bangahe ku ijana by'abantu bo muri Tuniziya bavuga ko kugira umubare ugenda wiyongera w'abantu b'amoko menshi atandukanye, amoko n'ibihugu bitandukanye mu gihugu cyabo bituma kiba ahantu heza ho kuba (aho kuba habi cyangwa nta tandukaniro)?	['24%', '39%', '54%', '69%']	A	global_facts	C) 54%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Kuva mu 2018, ni bangahe ku ijana by'abantu bo muri Tuniziya bavuga ko kugira umubare ugenda wiyongera w'abantu b'amoko menshi atandukanye, amoko n'ibihugu bitandukanye mu gihugu cyabo bituma kiba ahantu heza ho kuba (aho kuba habi cyangwa nta tandukaniro)?
 A)24% B)39% C)54% D)69%"
 Kuva mu mwaka wa 2015, igipimo cy'uburumbuke ku isi cyari hafi	['Abana 1,5 ku mugore ', 'Abana 2.5 ku mugore', 'Abana 3,5 ku mugore  ', 'Abana 4,5 ku mugore ']	B	global_facts	B) 5 ku mugore	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Kuva mu mwaka wa 2015, igipimo cy'uburumbuke ku isi cyari hafi
 A)Abana 1 B)5 ku mugore  C)Abana 2.5 ku mugore D)Abana 3"
Umushahara wo hagati mu bihugu by'amahanga ni uwuhe muri 2020?	['$300', '$1,000', '$10,000', '$30,000']	C	global_facts	D) $10	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Umushahara wo hagati mu bihugu by'amahanga ni uwuhe muri 2020?
 A)$300 B)$1 C)000 D)$10"
 Mbere yo kongera gutorerwa manda ya gatatu nk'umukuru w'igihugu, ni bangahe muri Amerika bemeye kwiyamamariza manda ya gatatu?	['20%', '40%', '60%', '80%']	C	global_facts	C)60%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Mbere yo kongera gutorerwa manda ya gatatu nk'umukuru w'igihugu, ni bangahe muri Amerika bemeye kwiyamamariza manda ya gatatu?
 A)20% B)40% C)60% D)80%"
Kuva mu mwaka wa 2019, ni abahe babataliyani bavuga ko ari ngombwa cyane kugira itangazamakuru ryigenga mu gihugu cyacu nta mpagarara za leta?	['41%', '56%', '71%', '86%']	B	global_facts	D) 86%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Kuva mu mwaka wa 2019, ni abahe babataliyani bavuga ko ari ngombwa cyane kugira itangazamakuru ryigenga mu gihugu cyacu nta mpagarara za leta?
 A)41% B)56% C)71% D)86%"
Amafaranga Leta ikoresha mu burezi ku isi yose angana n'umubare w'ibice bingahe by'umusaruro mbumbe w'isi mu mwaka wa 2017?	['1%', '2%', '4%', '8%']	C	global_facts	C)4%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Amafaranga Leta ikoresha mu burezi ku isi yose angana n'umubare w'ibice bingahe by'umusaruro mbumbe w'isi mu mwaka wa 2017?
 A)1% B)2% C)4% D)8%"
Mu mwaka wa 2013, ni ikihe gihugu cyari gifite umubare munini w'abantu batagira aho baba?	['Amerika', 'Shili', 'Irilande', 'Esipanye']	A	global_facts	D	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Mu mwaka wa 2013, ni ikihe gihugu cyari gifite umubare munini w'abantu batagira aho baba?
 A)Amerika B)Shili C)Irilande D)Esipanye"
Muri rusange, umuvuduko w'izamuka ry'umushahara w'umwimerere mu bihugu byateye imbere hagati ya 1960 na 1995	"['byari hafi ya zeru ', ""cy'ubukungu bw'ibihugu bifite ubukungu buzamutse"", ""yarenze iy'u Bwongereza mu gihe cy'impinduramatwara y'inganda "", 'byari hafi 3,0% ku mwaka']"	C	global_facts	C)yarenze iy'u Bwongereza mu gihe cy'impinduramatwara y'inganda	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Muri rusange, umuvuduko w'izamuka ry'umushahara w'umwimerere mu bihugu byateye imbere hagati ya 1960 na 1995
 A)byari hafi ya zeru  B)cy'ubukungu bw'ibihugu bifite ubukungu buzamutse C)yarenze iy'u Bwongereza mu gihe cy'impinduramatwara y'inganda  D)byari hafi 3"
Ni mu rugero rungana iki ku isi hose hari amashyamba mu mwaka wa 2015?	['15%', '30%', '45%', '60%']	B	global_facts	C) 45%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Ni mu rugero rungana iki ku isi hose hari amashyamba mu mwaka wa 2015?
 A)15% B)30% C)45% D)60%"
Umubare munini w'abaturage wiyongereyeho	"['muri Afurika, akarere gakennye ku isi gafite ubukungu bwiyongereye ku kigero cyo hasi. ', 'muri Aziya, akarere gakennye ku isi gafite ubukungu buzamuka. 14 Gicurasi', 'muri Aziya, akarere gakennye cyane ku isi gafite ubukungu bwiyongereye ku kigero cyo hasi.  ', ""muri Afurika, akaba ari akarere gakennye ku isi gafite iterambere ry'ubukungu rusange.""]"	C	global_facts	B)akarere gakennye ku isi gafite ubukungu bwiyongereye ku kigero cyo hasi.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Umubare munini w'abaturage wiyongereyeho
 A)muri Afurika B)akarere gakennye ku isi gafite ubukungu bwiyongereye ku kigero cyo hasi.  C)muri Aziya D)akarere gakennye ku isi gafite ubukungu buzamuka. 14 Gicurasi"
Ni ikihe cyiciro cy'abantu bafite imyaka iri hejuru y'iy'abandi bose bapfa bahitanywe na virusi itera sida?	"['Abatarengeje imyaka 5 ', '14 Gicurasi', '15-49', ""hejuru y'imyaka 50 ""]"	C	global_facts	D) hejuru y'imyaka 50	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Ni ikihe cyiciro cy'abantu bafite imyaka iri hejuru y'iy'abandi bose bapfa bahitanywe na virusi itera sida?
 A)Abatarengeje imyaka 5  B)14 Gicurasi C)15-49 D)hejuru y'imyaka 50 "
Guhera mu mwaka wa 2015, ubuhinzi bugize hafi igice kingana iki cy'umusaruro mbumbe w'Amerika?	['1%', '3%', '9%', '20%']	A	global_facts	C)9%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Guhera mu mwaka wa 2015, ubuhinzi bugize hafi igice kingana iki cy'umusaruro mbumbe w'Amerika?
 A)1% B)3% C)9% D)20%"
 Muri 2017, ni kanaghe ku ijana ya  Bahindi baba mu mijyi?	['19%', '34%', '49%', '64%']	B	global_facts	C) 49%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Muri 2017, ni kanaghe ku ijana ya  Bahindi baba mu mijyi?
 A)19% B)34% C)49% D)64%"
Reka dusuzume amagambo akurikira: (1) Uko ibihugu bigenda birushaho gukira, ni na ko abaturage bagenda barushaho kwishimira ubuzima. (2) Ibintu by'ingenzi biba mu mibereho yacu, urugero nko gushaka cyangwa gutana n'uwo mwashakanye, bigira ingaruka ku byishimo byacu, ariko mu buryo butangaje, bigira ingaruka nke mu gihe kirekire. Muri aya magambo, ni ayahe y'ukuri n'ay'ikinyoma, guhera muri 2020?	['Ni ukuri, ni ukuri ', 'Ni byo cyangwa si byo?', 'Ikinyoma, Ukuri  ', 'Ibinyoma, Ibinyoma ']	A	global_facts	C)Ni byo cyangwa si byo?	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Reka dusuzume amagambo akurikira: (1) Uko ibihugu bigenda birushaho gukira, ni na ko abaturage bagenda barushaho kwishimira ubuzima. (2) Ibintu by'ingenzi biba mu mibereho yacu, urugero nko gushaka cyangwa gutana n'uwo mwashakanye, bigira ingaruka ku byishimo byacu, ariko mu buryo butangaje, bigira ingaruka nke mu gihe kirekire. Muri aya magambo, ni ayahe y'ukuri n'ay'ikinyoma, guhera muri 2020?
 A)Ni ukuri B)ni ukuri  C)Ni byo cyangwa si byo? D)Ikinyoma"
Mu gihe cyacyo cy'agahebuzo, ni irihe tandukaniro riri hagati y'abantu bo mu Majyepfo n'abo mu bindi bice bya Leta Zunze Ubumwe z'Amerika bemera ko amashuri atandukana n'ayandi?	['80%', '40%', '-40%', '-80%']	B	global_facts	A) 80%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Mu gihe cyacyo cy'agahebuzo, ni irihe tandukaniro riri hagati y'abantu bo mu Majyepfo n'abo mu bindi bice bya Leta Zunze Ubumwe z'Amerika bemera ko amashuri atandukana n'ayandi?
 A)80% B)40% C)-40% D)-80%"
Kuva mu mwaka wa 2013, umubare w'abantu bo muri Leta Zunze Ubumwe za Amerika batekereza ko amashyaka ya politiki ari ruswa ni	['36%', '56%', '76%', '96%']	C	global_facts	C)76%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Kuva mu mwaka wa 2013, umubare w'abantu bo muri Leta Zunze Ubumwe za Amerika batekereza ko amashyaka ya politiki ari ruswa ni
 A)36% B)56% C)76% D)96%"
Muri ibi bihugu bikurikira, ni ikihe cyahaye ingufu z'amashanyarazi zisubirwamo igice kinini cy'umusaruro mbumbe w'igihugu mu mwaka wa 2015?	['Ubushinwa', 'U Buyapan', 'Shili', 'U Buhinde ']	C	global_facts	C)Shili	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Muri ibi bihugu bikurikira, ni ikihe cyahaye ingufu z'amashanyarazi zisubirwamo igice kinini cy'umusaruro mbumbe w'igihugu mu mwaka wa 2015?
 A)Ubushinwa B)U Buyapan C)Shili D)U Buhinde "
Guhera mu mwaka wa 2020, ukeneye kwinjiza angahe ku mwaka kugira ngo ube mu bantu 1 ku ijana bakize cyane ku isi?	['$150,000', '$75,000', '$35,000', '$15,000']	C	global_facts	C)$75	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Guhera mu mwaka wa 2020, ukeneye kwinjiza angahe ku mwaka kugira ngo ube mu bantu 1 ku ijana bakize cyane ku isi?
 A)$150 B)000 C)$75 D)000"
Mu mwaka wa 1943, ni Abanyamerika bangahe bemeraga ko habayeho Itsembatsemba ry'Abayahudi?	['30%', '50%', '70%', '90%']	B	global_facts	C)70%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Mu mwaka wa 1943, ni Abanyamerika bangahe bemeraga ko habayeho Itsembatsemba ry'Abayahudi?
 A)30% B)50% C)70% D)90%"
Muri ibi bihugu bikurikira, ni ikihe cyateje umwuka wa CO2 cyane kurusha ibindi mu mwaka wa 2017?	['Kanada', 'Uburusiya', 'Iran', 'U Buyapani']	D	global_facts	D)U Buyapani	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Muri ibi bihugu bikurikira, ni ikihe cyateje umwuka wa CO2 cyane kurusha ibindi mu mwaka wa 2017?
 A)Kanada B)Uburusiya C)Iran D)U Buyapani"
Mu gihe cy'ubwigenge, hari hamaze kuba ibihumbi amagana by'abanyeshuri barangije kaminuza muri ____, ariko mu by'ukuri nta n'umwe muri ____.	"['U Buhinde, Kongo', ""U Buhinde, Koreya y'Epfo"", ""Kongo, Koreya y'Epfo  "", ""Koreya y'Epfo, u Buhinde ""]"	A	global_facts	C)U Buhinde	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Mu gihe cy'ubwigenge, hari hamaze kuba ibihumbi amagana by'abanyeshuri barangije kaminuza muri ____, ariko mu by'ukuri nta n'umwe muri ____.
 A)U Buhinde B)Kongo C)U Buhinde D)Koreya y'Epfo"
 Kuva mu 2013, umubare w'abantu mu Buhinde batekereza ko amashyaka ya politiki ari ruswa ni	['26%', '46%', '66%', '86%']	D	global_facts	C)66%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Kuva mu 2013, umubare w'abantu mu Buhinde batekereza ko amashyaka ya politiki ari ruswa ni
 A)26% B)46% C)66% D)86%"
 Guhera mu 2019, ni abahe bantu b'Abafaransa bavuga ko Imana igira uruhare rukomeye mu mibereho yabo?	['11%', '31%', '51%', '71%']	B	global_facts	C) 51%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Guhera mu 2019, ni abahe bantu b'Abafaransa bavuga ko Imana igira uruhare rukomeye mu mibereho yabo?
 A)11% B)31% C)51% D)71%"
 Kuva mu mwaka wa 2017, umugabane w'umusaruro mbumbe w'igihugu ukoreshwa mu gisirikare na Leta Zunze Ubumwe za Amerika ni hafi	['1%', '3%', '6%', '10%']	B	global_facts	C)6%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Kuva mu mwaka wa 2017, umugabane w'umusaruro mbumbe w'igihugu ukoreshwa mu gisirikare na Leta Zunze Ubumwe za Amerika ni hafi
 A)1% B)3% C)6% D)10%"
 Guhera mu 2017, umubare w'abantu bapfa bazize kwiyahura ku isi ni hafi	['0.70%', '1.40%', '2.80%', '5.60%']	B	global_facts	C)2.80%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Guhera mu 2017, umubare w'abantu bapfa bazize kwiyahura ku isi ni hafi
 A)0.70% B)1.40% C)2.80% D)5.60%"
 Ibihugu byinshi byabonye ubwigenge nyuma y'Intambara ya Kabiri y'Isi Yose, byabonye ko umurage w'ubukoloni wabyo wabangamiye iterambere ryabyo ry'ubukungu. Urutonde rw'inzitizi zirimo	"['imipaka ishingiye kuri politiki yatandukanyaga amoko atandukanye adafite byinshi ahuriyeho', "" kubona uburezi n'amahugurwa y'ikirenga bihagije ku baturage bari mu butegetsi bw'abakoloni"", ""igenzura ry'ubucuruzi bw'imbere mu gihugu n'amatsinda y'abanyamahanga bo mu moko make bari barashyizweho n'ubutegetsi bw'abakoloni "", 'byose byavuzwe haruguru']"	D	global_facts	C)igenzura ry'ubucuruzi bw'imbere mu gihugu n'amatsinda y'abanyamahanga bo mu moko make bari barashyizweho n'ubutegetsi bw'abakoloni	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user:  Ibihugu byinshi byabonye ubwigenge nyuma y'Intambara ya Kabiri y'Isi Yose, byabonye ko umurage w'ubukoloni wabyo wabangamiye iterambere ryabyo ry'ubukungu. Urutonde rw'inzitizi zirimo
 A)imipaka ishingiye kuri politiki yatandukanyaga amoko atandukanye adafite byinshi ahuriyeho B) kubona uburezi n'amahugurwa y'ikirenga bihagije ku baturage bari mu butegetsi bw'abakoloni C)igenzura ry'ubucuruzi bw'imbere mu gihugu n'amatsinda y'abanyamahanga bo mu moko make bari barashyizweho n'ubutegetsi bw'abakoloni  D)byose byavuzwe haruguru"
Muri ibi bibazo bikurikira, ni ibihe by'indwara zo mu mutwe byiganje ku isi?	"[""Indwara y'ihindagurika ry'imyumvire"", 'Indwara yo kwiheba', 'Indwara ziterwa no kunywa inzoga  ', 'Guhangayika']"	D	global_facts	C)Indwara ziterwa no kunywa inzoga	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Muri ibi bibazo bikurikira, ni ibihe by'indwara zo mu mutwe byiganje ku isi?
 A)Indwara y'ihindagurika ry'imyumvire B)Indwara yo kwiheba C)Indwara ziterwa no kunywa inzoga   D)Guhangayika"
Kuva mu 2017, ni bangahe ku isi bafite amashanyarazi?	['60%', '70%', '80%', '90%']	C	global_facts	C) 80%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Kuva mu 2017, ni bangahe ku isi bafite amashanyarazi?
 A)60% B)70% C)80% D)90%"
Mbere y'uko Nixon yegura, ni bangahe bumvaga ko yagombaga kuvanwa ku butegetsi?	['79%', '98%', '33%', '57%']	D	global_facts	B)98%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Mbere y'uko Nixon yegura, ni bangahe bumvaga ko yagombaga kuvanwa ku butegetsi?
 A)79% B)98% C)33% D)57%"
Amafaranga yinjira mu kigega angana n'igiciro cyo mu kigega aho	"['amafaranga yose yinjiye aruta amafaranga yose yatanzwe ku ntera ndende cyane', ""amafaranga yose yinjiye angana n'amafaranga yose yakoreshejwe "", 'umusaruro wo hasi uri ku rwego rwo hejuru', 'ibicuruzwa byose biri ku rwego rwo hejuru ']"	A	high_school_microeconomics	B)amafaranga yose yinjiye angana n'amafaranga yose yakoreshejwe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Amafaranga yinjira mu kigega angana n'igiciro cyo mu kigega aho
 A)amafaranga yose yinjiye aruta amafaranga yose yatanzwe ku ntera ndende cyane B)amafaranga yose yinjiye angana n'amafaranga yose yakoreshejwe  C)umusaruro wo hasi uri ku rwego rwo hejuru D)ibicuruzwa byose biri ku rwego rwo hejuru "
Igiciro cy'umurimo ni $2, naho igiciro cy'umutungo ni $1. Umusaruro w'umurimo ni 200, n'umusaruro w'umutungo ni 50. Ni iki ikigo cyagombye gukora?	"[""Kongera umutungo w'imari no kugabanya imirimo ku buryo umusaruro w'umutungo w'imari ugabanuka naho umusaruro w'umurimo ukazamuka"", ""Kongera umutungo w'imari no kugabanya imirimo ku buryo umusaruro w'umutungo w'imari uzamuka naho umusaruro w'imirimo ukagabanuka.  "", ""Kugabanya umutungo w'imari no kongera umusaruro w'umurimo ku buryo umusaruro w'umutungo w'imari uzamuka naho umusaruro w'umurimo ukagabanuka."", ""Kugabanya umusaruro wimari no kongera umusaruro wumurimo ku buryo umusaruro w'imari ugabanuka naho umusaruro wumurimo ukazamuka.  ""]"	C	high_school_microeconomics	C) Kugabanya umutungo w'imari no kongera umusaruro w'umurimo ku buryo umusaruro w'umutungo w'imari uzamuka naho umusaruro w'umurimo ukagabanuka.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Igiciro cy'umurimo ni $2, naho igiciro cy'umutungo ni $1. Umusaruro w'umurimo ni 200, n'umusaruro w'umutungo ni 50. Ni iki ikigo cyagombye gukora?
 A)Kongera umutungo w'imari no kugabanya imirimo ku buryo umusaruro w'umutungo w'imari ugabanuka naho umusaruro w'umurimo ukazamuka B)Kongera umutungo w'imari no kugabanya imirimo ku buryo umusaruro w'umutungo w'imari uzamuka naho umusaruro w'imirimo ukagabanuka.   C)Kugabanya umutungo w'imari no kongera umusaruro w'umurimo ku buryo umusaruro w'umutungo w'imari uzamuka naho umusaruro w'umurimo ukagabanuka. D)Kugabanya umusaruro wimari no kongera umusaruro wumurimo ku buryo umusaruro w'imari ugabanuka naho umusaruro wumurimo ukazamuka.  "
Mu buryo bushyize mu gaciro ka Nash,	"[""ibicuruzwa cy'umusaruro bica ibigicuruzwa cy'ibisabwa"", ""nta n'umwe muri bo ufite impamvu yo kuva ku mugambi we "", ""igipimo cy'umusaruro w'ibanze gica igipimo cy'igiciro cy'ibanze "", ""imimerere y'uburinganire ntiyifashe neza kandi buri ruhande rwifuza guhindura uburyo rukoresha""]"	B	high_school_microeconomics	C) igipimo cy'umusaruro w'ibanze gica igipimo cy'igiciro cy'ibanze	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Mu buryo bushyize mu gaciro ka Nash,
 A)ibicuruzwa cy'umusaruro bica ibigicuruzwa cy'ibisabwa B)nta n'umwe muri bo ufite impamvu yo kuva ku mugambi we  C)igipimo cy'umusaruro w'ibanze gica igipimo cy'igiciro cy'ibanze  D)imimerere y'uburinganire ntiyifashe neza kandi buri ruhande rwifuza guhindura uburyo rukoresha"
Tubwirwa ko cross-ibiciro elasticity hagati ibicuruzwa X na Y ni +2.0. Ibyo bivuze ko	['ibicuruzwa X na Y ni ibicuruzwa bisanzwe.', 'ibicuruzwa X na Y ni ibicuruzwa byoroheje. ', 'ibicuruzwa X na Y ni ibicuruzwa byunganira.', 'ibicuruzwa X na Y ni ibicuruzwa bisimbura.']	D	high_school_microeconomics	B	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Tubwirwa ko cross-ibiciro elasticity hagati ibicuruzwa X na Y ni +2.0. Ibyo bivuze ko
 A)ibicuruzwa X na Y ni ibicuruzwa bisanzwe. B)ibicuruzwa X na Y ni ibicuruzwa byoroheje.  C)ibicuruzwa X na Y ni ibicuruzwa byunganira. D)ibicuruzwa X na Y ni ibicuruzwa bisimbura."
Ibyiyumvo byo hanze	"[""bituma igiciro cy'uburinganire kiba hejuru cyane  "", ""bituma igiciro cy'uburinganire kiba hasi cyane "", 'ibaho igihe amasoko adashobora kugera ku buryo bushyize mu gaciro ', 'bituma habaho uburinganire butuma inyungu zose zigera kuri benshi']"	D	high_school_microeconomics	C) ibaho igihe amasoko adashobora kugera ku buryo bushyize mu gaciro	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Ibyiyumvo byo hanze
 A)bituma igiciro cy'uburinganire kiba hejuru cyane   B)bituma igiciro cy'uburinganire kiba hasi cyane  C)ibaho igihe amasoko adashobora kugera ku buryo bushyize mu gaciro  D)bituma habaho uburinganire butuma inyungu zose zigera kuri benshi"
Ni iyihe mpamvu imwe ituma leta idashishikariza ibigo bikomeye byo mu rwego rumwe gukorana mu buryo bw'amayeri?	"[""Ibipimo by'umusaruro w'amafaranga bikunze kwiyongera, bigatuma igiciro kiri hejuru y'ibiciro by'amafaranga"", ""Ibinyongera by'abakoresha biragabanuka uko igiciro kigabanuka. "", ""Ibipimo by'umusaruro w'amafaranga bikunze kugabanuka, bigatuma igiciro kigabanuka kikagera ku rwego rw'irushanwa. "", 'Kugwiza inyungu rusange bitwara sosiyete ibirenzeho byabakiriya mugihe igiciro kizamutse hejuru yurwego rwirushanwa.']"	D	high_school_microeconomics	C)Ibinyongera by'abakoresha biragabanuka uko igiciro kigabanuka.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Ni iyihe mpamvu imwe ituma leta idashishikariza ibigo bikomeye byo mu rwego rumwe gukorana mu buryo bw'amayeri?
 A)Ibipimo by'umusaruro w'amafaranga bikunze kwiyongera B)bigatuma igiciro kiri hejuru y'ibiciro by'amafaranga C)Ibinyongera by'abakoresha biragabanuka uko igiciro kigabanuka.  D)Ibipimo by'umusaruro w'amafaranga bikunze kugabanuka"
 Muri ibi bikurikira, ni ikihe kigaragaza igipimo cy'ibisabwa gihangayikishije umuntu ufite monopole ntoya, iyo ibigo bihanganye bikurikiza igabanuka ry'ibiciro ariko bidakurikiza izamuka ry'ibiciro?	"[""Igiciro cy'ibicuruzwa kiri hejuru cyane"", ""Igiciro cy'ibicuruzwa n'abakiliya ntigihinduka. "", ""Igiciro cy'ibicuruzwa cyihuta cyane. "", ""Igikombe cy'ibisabwa kigizwe n'ibice bibiri bidahuza.""]"	D	high_school_microeconomics	B)Igiciro cy'ibicuruzwa n'abakiliya ntigihinduka	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user:  Muri ibi bikurikira, ni ikihe kigaragaza igipimo cy'ibisabwa gihangayikishije umuntu ufite monopole ntoya, iyo ibigo bihanganye bikurikiza igabanuka ry'ibiciro ariko bidakurikiza izamuka ry'ibiciro?
 A)Igiciro cy'ibicuruzwa kiri hejuru cyane B)Igiciro cy'ibicuruzwa n'abakiliya ntigihinduka.  C)Igiciro cy'ibicuruzwa cyihuta cyane.  D)Igikombe cy'ibisabwa kigizwe n'ibice bibiri bidahuza."
Muri ibi bikurikira, ni ikihe kitari ishingiro ry'itandukaniro ry'imishahara?	"['Akazi gashobora guteza akaga cyane', ""Gushora imari mu bukungu bw'abantu. "", ""Kongera umusaruro w'imodoka za SUV. "", 'Ivangura rishingiye ku moko.']"	C	high_school_microeconomics	B)Gushora imari mu bukungu bw'abantu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Muri ibi bikurikira, ni ikihe kitari ishingiro ry'itandukaniro ry'imishahara?
 A)Akazi gashobora guteza akaga cyane B)Gushora imari mu bukungu bw'abantu.  C)Kongera umusaruro w'imodoka za SUV.  D)Ivangura rishingiye ku moko."
 Impushya, kugenzura umutungo, ubukungu buciriritse, n'impushya zihariye	"[""ibisabwa byose ku ivangura ry'ibiciro"", 'bisabwa kugirango isosiyete ibone inyungu zigihe gito ', ""isoko yose y'ibisabwa by'ubudahangarwa "", 'inzitizi zose zo kwinjira']"	D	high_school_microeconomics	B)bisabwa kugirango isosiyete ibone inyungu zigihe gito	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user:  Impushya, kugenzura umutungo, ubukungu buciriritse, n'impushya zihariye
 A)ibisabwa byose ku ivangura ry'ibiciro B)bisabwa kugirango isosiyete ibone inyungu zigihe gito  C)isoko yose y'ibisabwa by'ubudahangarwa  D)inzitizi zose zo kwinjira"
Inganda zikora ibishushanyo by'abasirikare bikozwe muri pulasitiki zikoresha agace gato cyane ka pulasitiki ikoreshwa mu bintu byose. Kubwiyi mpamvu, turashobora gufata umwanzuro ko inganda z'imibare ya gisirikare zishobora kuba ari	"[""inganda z'ibiciro byiyongera"", 'inganda zihoraho ', 'inganda zigabanya igiciro ', 'inganda zitanga inyungu']"	B	high_school_microeconomics	D)inganda zitanga inyungu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Inganda zikora ibishushanyo by'abasirikare bikozwe muri pulasitiki zikoresha agace gato cyane ka pulasitiki ikoreshwa mu bintu byose. Kubwiyi mpamvu, turashobora gufata umwanzuro ko inganda z'imibare ya gisirikare zishobora kuba ari
 A)inganda z'ibiciro byiyongera B)inganda zihoraho  C)inganda zigabanya igiciro  D)inganda zitanga inyungu"
